trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,69.34569890005514,,0.01163840014487505,69.32936009997502,69.32975720008835,74.32920109992847,74.32920809998177,74.34570270008408,82.32914720010012,82.32914720010012,84.54581200005487,85.3291911999695,85.3291911999695,85.31267090002075,3.59,5.21,359,521,8,3,1.2,0.75,450,0,458,0.8,0,n,2.8530434002168477,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
1,0,1,0,85.3291911999695,,,,85.31387590011582,90.31268809991889,90.31269440008327,90.3292004999239,98.32928950013593,98.32928950013593,100.52930500009097,101.3293083999306,101.3293083999306,101.31289210007526,3.77,5.03,377,503,8,3,1.2,0.75,450,1,460,1,0,n,1.812514299992472,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
2,0,2,0,101.3293083999306,,,,101.3138427999802,106.31291650002822,106.3129229999613,106.32936530001462,114.31283450010233,114.31283450010233,116.52949320012704,117.3129048999399,117.3129048999399,117.29647439997643,3.89,4.91,389,491,8,3,1.2,0.75,450,2,460,1,0,n,1.3055544001981616,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
3,0,3,0,117.3129048999399,,,,117.29737300006673,122.29644639999606,122.29645300004631,122.31296700006351,130.29634519992396,130.29634519992396,132.51305259997025,133.2963881001342,133.2963881001342,133.279965700116,3.27,5.53,327,553,8,3,1.2,0.75,450,3,460,1,1,m,1.8265686000231653,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
4,0,4,0,133.2963881001342,,,,133.2808539001271,138.27994089992717,138.27994740009308,138.29644550010562,146.27986280014738,146.27986280014738,148.49654949991964,149.27989699994214,149.27989699994214,149.26340680010617,4.31,4.49,430,449,8,3,1.2,0.75,450,0,457,0.7,0,n,1.0347502999939024,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
5,0,5,0,149.27989699994214,,,,149.26431140000932,154.26343209994957,154.26343869999982,154.28001129999757,162.26337469997816,162.26337469997816,164.48004260007292,165.26334300008602,165.26334300008602,165.24690550006926,3.38,5.42,338,542,8,3,1.2,0.75,450,1,459,0.8999999999999999,1,m,1.5590540999546647,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
6,0,6,0,165.26334300008602,,,,165.24781830003485,170.24692169995978,170.24692830001004,170.26343920012005,178.24685120000504,178.24685120000504,180.46354040014558,181.2468789999839,181.2468789999839,181.23042930010706,3.9,4.9,390,490,8,3,1.2,0.75,450,2,459,0.8999999999999999,1,m,2.039828399894759,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
7,0,7,0,181.2468789999839,,,,181.23134470009245,186.23050220008008,186.23051370005123,186.24693779996596,194.2303496999666,194.2303496999666,196.4470069000963,197.23035029997118,197.23035029997118,197.21386520005763,4.12,4.68,412,468,8,3,1.2,0.75,450,3,458,0.7999999999999999,1,m,1.7679261998273432,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
8,0,8,0,197.23035029997118,,,,197.21480450010858,202.21394850010984,202.21395409991965,202.23040880006738,210.2138239000924,210.2138239000924,212.43047409993596,213.2138495000545,213.2138495000545,213.19736120011657,4.49,4.31,449,430,8,3,1.2,0.75,450,0,458,0.7999999999999999,0,n,1.3053377000615,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
9,0,9,0,213.2138495000545,,,,213.1982488001231,218.19739619991742,218.19740339997225,218.21386860008352,226.1973161001224,226.1973161001224,228.41400679992512,229.19735469995067,229.19735469995067,229.1808541000355,3.91,4.89,391,488,8,3,1.2,0.75,450,1,459,0.8999999999999999,1,m,1.1724741999059916,None,,,,,,,,sub-030,COM3,45,2024-02-22_11h08.35.509,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99869200458523,2024-02-22 11h08.44.080241 -0500,
