trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,44.44983569999749,,0.01602629999979399,44.433497199992416,44.433840300000156,49.43344310000248,49.43344920000527,49.449890000003506,57.43331269999908,57.43331269999908,59.65000159999181,60.43334309999773,60.43334309999773,60.41684150000219,3.45,5.35,345,535,8,3,1.2,0.75,487,0,495,0.8,None,None,,,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
1,0,1,0,60.43334309999773,,,,60.417929100003676,65.41701879999891,65.41702520000399,65.43339710000146,73.4334944000002,73.4334944000002,75.63351400000101,76.43356449999555,76.43356449999555,76.41704210000171,4.63,4.17,463,417,8,3,1.2,0.75,487,1,495,0.8,1,m,0.5926302000007126,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
2,0,2,0,76.43356449999555,,,,76.41804229999252,81.41707139999198,81.41707759999554,81.4336331999948,89.41704739999841,89.41704739999841,91.63368959999934,92.4170438000001,92.4170438000001,92.40060310000263,4.38,4.42,438,442,8,3,1.2,0.75,487,2,491,0.4,0,n,0.8815478999895277,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
3,0,3,0,92.4170438000001,,,,92.40154760000587,97.40060310000263,97.40060939999239,97.41708949999884,105.40063940000255,105.40063940000255,107.61733839999943,108.40069510000467,108.40069510000467,108.38420669999323,4.3,4.5,430,450,8,3,1.2,0.75,487,3,494,0.7,0,n,0.7017066999978852,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
4,0,4,0,108.40069510000467,,,,108.38554980000481,113.38422969999374,113.38423579999653,113.4007500000007,121.40082559999428,121.40082559999428,123.60080230000312,124.40080370000214,124.40080370000214,124.38445470000443,4.22,4.58,422,458,8,3,1.2,0.75,487,0,497,1.0,0,n,0.9254035000049043,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
5,0,5,0,124.40080370000214,,,,124.38540660000581,129.38439969999308,129.38440629999968,129.4009112000058,137.38429489999544,137.38429489999544,139.60103390000586,140.38437539999723,140.38437539999723,140.3678906999994,3.59,5.21,359,521,8,3,1.2,0.75,487,1,497,1,1,m,0.6007253999996465,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
6,0,6,0,140.38437539999723,,,,140.36884680000367,145.3679254000017,145.36793160000525,145.38442529999884,153.36785339999187,153.36785339999187,155.58456719999958,156.3678962999984,156.3678962999984,156.35138999999617,4.02,4.78,401,478,8,3,1.2,0.75,487,2,497,1,0,n,1.2219675999949686,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
7,0,7,0,156.3678962999984,,,,156.352326799999,161.35143019999668,161.35143640000024,161.3679487000045,169.35136119999515,169.35136119999515,171.56804670000565,172.35140109999338,172.35140109999338,172.33492219999607,3.3,5.5,330,550,8,3,1.2,0.75,487,3,497,1,0,n,0.6620491000066977,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
8,0,8,0,172.35140109999338,,,,172.33586579999246,177.3350111000036,177.33501700000488,177.35141339999973,185.33487550000427,185.33487550000427,187.55145329999505,188.33478699999978,188.33478699999978,188.31833729999198,4.29,4.51,429,451,8,3,1.2,0.75,487,0,497,1,1,m,0.575705300012487,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
9,0,9,0,188.33478699999978,,,,188.31923979999556,193.3184584999981,193.31846490000316,193.33493579999777,201.31839319999563,201.31839319999563,203.53502049999952,204.3184242999996,204.3184242999996,204.30194499999925,4.34,4.46,434,446,8,3,1.2,0.75,487,1,497,1,0,n,0.675961200002348,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
10,0,10,0,204.3184242999996,,,,204.30285239999648,209.3019736999995,209.30198010000458,209.31847949999792,217.30190679999941,217.30190679999941,219.5185582999984,220.30194560000382,220.30194560000382,220.2854548000032,3.43,5.37,343,537,8,3,1.2,0.75,487,2,497,1,1,m,0.4479990999971051,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
11,0,11,0,220.30194560000382,,,,220.28638910000154,225.28550389999873,225.2855106999923,225.3019581999979,233.28535120000015,233.28535120000015,235.50211220000347,236.28545660000236,236.28545660000236,236.2689290999988,3.31,5.49,331,549,8,3,1.2,0.75,487,3,497,1,1,m,0.5490062999888323,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
12,0,12,0,236.28545660000236,,,,236.269882099994,241.26901360000193,241.26901940000243,241.28549759999441,249.26892869999574,249.26892869999574,251.48562510000193,252.26897079999617,252.26897079999617,252.25248359999387,4.18,4.62,418,462,8,3,1.2,0.75,487,0,495,0.8,1,m,0.4130818999983603,None,,,,,,,,sub-010,COM3,48.7,2024-01-30_14h55.29.016,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98382835893873,2024-01-30 14h55.42.747912 -0500,
