participant,condition,pic_presence,pic_response,trials.thisN,loop_eval_discri.thisN,loop_discri.thisRepN,actual_trial,accuracy,detection_type,reaction_time,reaction_time_good_a,reaction_time_bad_a,exclude
sub-023,active,pic-present,1.0,0.0,0.0,0.0,9.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,0.0,0.0,2.0,9.0,1.0,hit,,,,0
sub-023,active,pic-present,1.0,0.0,0.0,3.0,9.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,0.0,0.0,1.0,0.0,10.0,1.0,correct rejection,,,,0
sub-023,active,pic-present,1.0,0.0,1.0,1.0,10.0,1.0,hit,,,,0
sub-023,active,pic-present,1.0,0.0,1.0,2.0,10.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-023,active,pic-absent,0.0,0.0,2.0,0.0,11.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,0.0,2.0,1.0,11.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,0.0,0.0,2.0,2.0,11.0,1.0,correct rejection,,,,0
sub-023,active,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,0.0,3.0,0.0,12.0,1.0,hit,,,,0
sub-023,active,pic-absent,0.0,0.0,3.0,1.0,12.0,1.0,correct rejection,,,,0
sub-023,active,pic-absent,0.0,0.0,3.0,2.0,12.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,0.0,3.0,3.0,12.0,1.0,hit,,,,0
sub-023,active,pic-absent,0.0,1.0,0.0,0.0,21.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,1.0,0.0,1.0,21.0,1.0,hit,,,,0
sub-023,active,pic-absent,0.0,1.0,0.0,2.0,21.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-absent,0.0,1.0,0.0,3.0,21.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,1.0,1.0,0.0,22.0,1.0,hit,,,,0
sub-023,active,pic-absent,0.0,1.0,1.0,1.0,22.0,1.0,correct rejection,,,,0
sub-023,inactive,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-023,active,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-023,active,pic-present,1.0,1.0,2.0,0.0,23.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,0.0,1.0,2.0,1.0,23.0,1.0,correct rejection,,,,0
sub-023,active,pic-present,1.0,1.0,2.0,2.0,23.0,1.0,hit,,,,0
sub-023,inactive,pic-present,0.0,1.0,2.0,3.0,23.0,0.0,miss,,,,0
sub-023,inactive,pic-absent,1.0,1.0,3.0,0.0,24.0,0.0,false alarm,,,,0
sub-023,active,pic-present,1.0,1.0,3.0,1.0,24.0,1.0,hit,,,,0
sub-023,inactive,pic-absent,1.0,1.0,3.0,2.0,24.0,0.0,false alarm,,,,0
sub-023,active,pic-present,0.0,1.0,3.0,3.0,24.0,0.0,miss,,,,0
,,,,,,,,,,0.8924930406319618,0.9041507357240854,0.8108891749870963,0
sub-024,inactive,pic-present,1.0,0.0,0.0,0.0,9.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-024,active,pic-absent,0.0,0.0,0.0,2.0,9.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,1.0,0.0,0.0,3.0,9.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,0.0,1.0,0.0,10.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,0.0,0.0,1.0,1.0,10.0,0.0,miss,,,,0
sub-024,active,pic-present,1.0,0.0,1.0,2.0,10.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-absent,0.0,0.0,2.0,0.0,11.0,1.0,correct rejection,,,,0
sub-024,active,pic-present,1.0,0.0,2.0,1.0,11.0,1.0,hit,,,,0
sub-024,inactive,pic-absent,0.0,0.0,2.0,2.0,11.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-024,active,pic-present,1.0,0.0,3.0,0.0,12.0,1.0,hit,,,,0
sub-024,inactive,pic-absent,0.0,0.0,3.0,1.0,12.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,1.0,0.0,3.0,2.0,12.0,1.0,hit,,,,0
sub-024,active,pic-present,1.0,0.0,3.0,3.0,12.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,1.0,0.0,0.0,21.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,1.0,1.0,0.0,1.0,21.0,1.0,hit,,,,0
sub-024,inactive,pic-present,1.0,1.0,0.0,2.0,21.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,1.0,0.0,3.0,21.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,1.0,1.0,1.0,0.0,22.0,1.0,hit,,,,0
sub-024,inactive,pic-absent,0.0,1.0,1.0,1.0,22.0,1.0,correct rejection,,,,0
sub-024,active,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-024,inactive,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-absent,0.0,1.0,2.0,0.0,23.0,1.0,correct rejection,,,,0
sub-024,active,pic-present,1.0,1.0,2.0,1.0,23.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,1.0,2.0,2.0,23.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-present,1.0,1.0,2.0,3.0,23.0,1.0,hit,,,,0
sub-024,active,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-024,active,pic-absent,0.0,1.0,3.0,1.0,24.0,1.0,correct rejection,,,,0
sub-024,inactive,pic-absent,0.0,1.0,3.0,2.0,24.0,1.0,correct rejection,,,,0
sub-024,active,pic-present,1.0,1.0,3.0,3.0,24.0,1.0,hit,,,,0
,,,,,,,,,,0.5137709156151686,0.500455496761377,0.9265489000827074,0
sub-025,active,pic-present,1.0,0.0,0.0,0.0,9.0,1.0,hit,,,,0
sub-025,inactive,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-025,active,pic-absent,0.0,0.0,0.0,2.0,9.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-present,0.0,0.0,0.0,3.0,9.0,0.0,miss,,,,0
sub-025,inactive,pic-absent,1.0,0.0,1.0,0.0,10.0,0.0,false alarm,,,,0
sub-025,active,pic-present,1.0,0.0,1.0,1.0,10.0,1.0,hit,,,,0
sub-025,inactive,pic-absent,0.0,0.0,1.0,2.0,10.0,1.0,correct rejection,,,,0
sub-025,active,pic-present,1.0,0.0,1.0,3.0,10.0,1.0,hit,,,,0
sub-025,active,pic-absent,0.0,0.0,2.0,0.0,11.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-present,1.0,0.0,2.0,1.0,11.0,1.0,hit,,,,0
sub-025,active,pic-present,1.0,0.0,2.0,2.0,11.0,1.0,hit,,,,0
sub-025,active,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-present,1.0,0.0,3.0,0.0,12.0,1.0,hit,,,,0
sub-025,active,pic-absent,0.0,0.0,3.0,1.0,12.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-present,0.0,0.0,3.0,2.0,12.0,0.0,miss,,,,0
sub-025,inactive,pic-absent,1.0,0.0,3.0,3.0,12.0,0.0,false alarm,,,,0
sub-025,inactive,pic-present,1.0,1.0,0.0,0.0,21.0,1.0,hit,,,,0
sub-025,inactive,pic-absent,1.0,1.0,0.0,1.0,21.0,0.0,false alarm,,,,0
sub-025,active,pic-present,1.0,1.0,0.0,2.0,21.0,1.0,hit,,,,0
sub-025,active,pic-present,1.0,1.0,0.0,3.0,21.0,1.0,hit,,,,0
sub-025,inactive,pic-absent,0.0,1.0,1.0,0.0,22.0,1.0,correct rejection,,,,0
sub-025,active,pic-present,1.0,1.0,1.0,1.0,22.0,1.0,hit,,,,0
sub-025,inactive,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-025,inactive,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-025,active,pic-absent,0.0,1.0,2.0,0.0,23.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-present,1.0,1.0,2.0,1.0,23.0,1.0,hit,,,,0
sub-025,active,pic-absent,1.0,1.0,2.0,2.0,23.0,0.0,false alarm,,,,0
sub-025,inactive,pic-present,0.0,1.0,2.0,3.0,23.0,0.0,miss,,,,0
sub-025,active,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-025,active,pic-absent,0.0,1.0,3.0,1.0,24.0,1.0,correct rejection,,,,0
sub-025,inactive,pic-absent,0.0,1.0,3.0,2.0,24.0,1.0,correct rejection,,,,0
sub-025,active,pic-absent,0.0,1.0,3.0,3.0,24.0,1.0,correct rejection,,,,0
,,,,,,,,,,0.7329233906275476,0.6783820760017261,0.9277138000054818,0
sub-026,active,pic-absent,1.0,0.0,0.0,0.0,9.0,0.0,false alarm,,,,0
sub-026,active,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-026,inactive,pic-present,1.0,0.0,0.0,2.0,9.0,1.0,hit,,,,0
sub-026,active,pic-absent,0.0,0.0,0.0,3.0,9.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,1.0,0.0,1.0,0.0,10.0,1.0,hit,,,,0
sub-026,inactive,pic-present,0.0,0.0,1.0,1.0,10.0,0.0,miss,,,,0
sub-026,inactive,pic-absent,0.0,0.0,1.0,2.0,10.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,0.0,0.0,1.0,3.0,10.0,0.0,miss,,,,0
sub-026,inactive,pic-absent,1.0,0.0,2.0,0.0,11.0,0.0,false alarm,,,,0
sub-026,inactive,pic-absent,0.0,0.0,2.0,1.0,11.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,1.0,0.0,2.0,2.0,11.0,1.0,hit,,,,0
sub-026,inactive,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-026,inactive,pic-present,0.0,0.0,3.0,0.0,12.0,0.0,miss,,,,0
sub-026,active,pic-present,1.0,0.0,3.0,1.0,12.0,1.0,hit,,,,0
sub-026,active,pic-absent,0.0,0.0,3.0,2.0,12.0,1.0,correct rejection,,,,0
sub-026,inactive,pic-present,0.0,0.0,3.0,3.0,12.0,0.0,miss,,,,0
sub-026,inactive,pic-present,1.0,1.0,0.0,0.0,21.0,1.0,hit,,,,0
sub-026,active,pic-absent,0.0,1.0,0.0,1.0,21.0,1.0,correct rejection,,,,0
sub-026,active,pic-absent,0.0,1.0,0.0,2.0,21.0,1.0,correct rejection,,,,0
sub-026,inactive,pic-present,1.0,1.0,0.0,3.0,21.0,1.0,hit,,,,0
sub-026,inactive,pic-absent,0.0,1.0,1.0,0.0,22.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,0.0,1.0,1.0,1.0,22.0,0.0,miss,,,,0
sub-026,active,pic-present,0.0,1.0,1.0,2.0,22.0,0.0,miss,,,,0
sub-026,inactive,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-026,active,pic-absent,1.0,1.0,2.0,0.0,23.0,0.0,false alarm,,,,0
sub-026,inactive,pic-present,0.0,1.0,2.0,1.0,23.0,0.0,miss,,,,0
sub-026,inactive,pic-present,1.0,1.0,2.0,2.0,23.0,1.0,hit,,,,0
sub-026,active,pic-absent,0.0,1.0,2.0,3.0,23.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-026,inactive,pic-absent,0.0,1.0,3.0,1.0,24.0,1.0,correct rejection,,,,0
sub-026,inactive,pic-absent,0.0,1.0,3.0,2.0,24.0,1.0,correct rejection,,,,0
sub-026,active,pic-present,1.0,1.0,3.0,3.0,24.0,1.0,hit,,,,0
,,,,,,,,,,0.5009663781274867,0.504010486358311,0.4942693400196731,0
sub-027,active,pic-absent,0.0,0.0,0.0,0.0,9.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,0.0,0.0,1.0,9.0,1.0,hit,,,,0
sub-027,active,pic-absent,1.0,0.0,0.0,2.0,9.0,0.0,false alarm,,,,0
sub-027,inactive,pic-present,1.0,0.0,0.0,3.0,9.0,1.0,hit,,,,0
sub-027,active,pic-present,1.0,0.0,1.0,0.0,10.0,1.0,hit,,,,0
sub-027,inactive,pic-absent,0.0,0.0,1.0,1.0,10.0,1.0,correct rejection,,,,0
sub-027,active,pic-present,1.0,0.0,1.0,2.0,10.0,1.0,hit,,,,0
sub-027,inactive,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-absent,0.0,0.0,2.0,0.0,11.0,1.0,correct rejection,,,,0
sub-027,active,pic-present,1.0,0.0,2.0,1.0,11.0,1.0,hit,,,,0
sub-027,inactive,pic-present,1.0,0.0,2.0,2.0,11.0,1.0,hit,,,,0
sub-027,active,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,0.0,3.0,0.0,12.0,1.0,hit,,,,0
sub-027,active,pic-absent,0.0,0.0,3.0,1.0,12.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-absent,0.0,0.0,3.0,2.0,12.0,1.0,correct rejection,,,,0
sub-027,active,pic-present,1.0,0.0,3.0,3.0,12.0,1.0,hit,,,,0
sub-027,active,pic-absent,0.0,1.0,0.0,0.0,21.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-absent,0.0,1.0,0.0,1.0,21.0,1.0,correct rejection,,,,0
sub-027,active,pic-present,1.0,1.0,0.0,2.0,21.0,1.0,hit,,,,0
sub-027,active,pic-present,1.0,1.0,0.0,3.0,21.0,1.0,hit,,,,0
sub-027,inactive,pic-absent,0.0,1.0,1.0,0.0,22.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,1.0,1.0,1.0,22.0,1.0,hit,,,,0
sub-027,active,pic-absent,0.0,1.0,1.0,2.0,22.0,1.0,correct rejection,,,,0
sub-027,active,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,1.0,2.0,0.0,23.0,1.0,hit,,,,0
sub-027,active,pic-present,1.0,1.0,2.0,1.0,23.0,1.0,hit,,,,0
sub-027,inactive,pic-absent,0.0,1.0,2.0,2.0,23.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,1.0,2.0,3.0,23.0,1.0,hit,,,,0
sub-027,active,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-027,active,pic-absent,0.0,1.0,3.0,1.0,24.0,1.0,correct rejection,,,,0
sub-027,inactive,pic-present,1.0,1.0,3.0,2.0,24.0,1.0,hit,,,,0
sub-027,inactive,pic-absent,0.0,1.0,3.0,3.0,24.0,1.0,correct rejection,,,,0
,,,,,,,,,,1.0321279781346675,0.9972839387201313,2.112293199985288,0
sub-028,inactive,pic-absent,1.0,0.0,0.0,0.0,9.0,0.0,false alarm,,,,0
sub-028,active,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,1.0,0.0,0.0,2.0,9.0,1.0,hit,,,,0
sub-028,inactive,pic-present,1.0,0.0,0.0,3.0,9.0,1.0,hit,,,,0
sub-028,active,pic-absent,0.0,0.0,1.0,0.0,10.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,1.0,0.0,1.0,1.0,10.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,0.0,0.0,1.0,2.0,10.0,1.0,correct rejection,,,,0
sub-028,active,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-028,active,pic-present,1.0,0.0,2.0,0.0,11.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,1.0,0.0,2.0,1.0,11.0,0.0,false alarm,,,,0
sub-028,active,pic-present,1.0,0.0,2.0,2.0,11.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,0.0,0.0,3.0,0.0,12.0,0.0,miss,,,,0
sub-028,active,pic-present,1.0,0.0,3.0,1.0,12.0,1.0,hit,,,,0
sub-028,active,pic-absent,1.0,0.0,3.0,2.0,12.0,0.0,false alarm,,,,0
sub-028,active,pic-present,1.0,0.0,3.0,3.0,12.0,1.0,hit,,,,0
sub-028,inactive,pic-present,0.0,1.0,0.0,0.0,21.0,0.0,miss,,,,0
sub-028,active,pic-absent,1.0,1.0,0.0,1.0,21.0,0.0,false alarm,,,,0
sub-028,active,pic-absent,0.0,1.0,0.0,2.0,21.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,1.0,1.0,0.0,3.0,21.0,1.0,hit,,,,0
sub-028,active,pic-absent,1.0,1.0,1.0,0.0,22.0,0.0,false alarm,,,,0
sub-028,inactive,pic-absent,0.0,1.0,1.0,1.0,22.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,0.0,1.0,1.0,2.0,22.0,0.0,miss,,,,0
sub-028,active,pic-present,1.0,1.0,1.0,3.0,22.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,0.0,1.0,2.0,0.0,23.0,1.0,correct rejection,,,,0
sub-028,inactive,pic-present,1.0,1.0,2.0,1.0,23.0,1.0,hit,,,,0
sub-028,active,pic-present,1.0,1.0,2.0,2.0,23.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,0.0,1.0,2.0,3.0,23.0,1.0,correct rejection,,,,0
sub-028,active,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-028,active,pic-present,1.0,1.0,3.0,1.0,24.0,1.0,hit,,,,0
sub-028,inactive,pic-absent,1.0,1.0,3.0,2.0,24.0,0.0,false alarm,,,,0
sub-028,active,pic-absent,0.0,1.0,3.0,3.0,24.0,1.0,correct rejection,,,,0
,,,,,,,,,,0.6124023406082415,0.5093908130252005,0.8756540222093463,0
,,,,,,,,,,1.0897544062390807,1.0381805533155177,1.8633622000925243,0
sub-030,inactive,pic-absent,0.0,0.0,0.0,0.0,9.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,0.0,0.0,0.0,1.0,9.0,0.0,miss,,,,0
sub-030,active,pic-absent,0.0,0.0,0.0,2.0,9.0,1.0,correct rejection,,,,0
sub-030,active,pic-absent,0.0,0.0,0.0,3.0,9.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,0.0,1.0,0.0,10.0,1.0,hit,,,,0
sub-030,active,pic-absent,0.0,0.0,1.0,1.0,10.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,0.0,1.0,2.0,10.0,1.0,hit,,,,0
sub-030,active,pic-present,1.0,0.0,1.0,3.0,10.0,1.0,hit,,,,0
sub-030,active,pic-absent,0.0,0.0,2.0,0.0,11.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-absent,0.0,0.0,2.0,1.0,11.0,1.0,correct rejection,,,,0
sub-030,active,pic-present,1.0,0.0,2.0,2.0,11.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,0.0,0.0,2.0,3.0,11.0,1.0,correct rejection,,,,0
sub-030,active,pic-present,1.0,0.0,3.0,0.0,12.0,1.0,hit,,,,0
sub-030,active,pic-present,1.0,0.0,3.0,1.0,12.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,0.0,0.0,3.0,2.0,12.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,0.0,3.0,3.0,12.0,1.0,hit,,,,0
sub-030,active,pic-present,1.0,1.0,0.0,0.0,21.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,0.0,1.0,0.0,1.0,21.0,1.0,correct rejection,,,,0
sub-030,active,pic-absent,0.0,1.0,0.0,2.0,21.0,1.0,correct rejection,,,,0
sub-030,active,pic-present,1.0,1.0,0.0,3.0,21.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,1.0,1.0,1.0,0.0,22.0,0.0,false alarm,,,,0
sub-030,active,pic-present,0.0,1.0,1.0,1.0,22.0,0.0,miss,,,,0
sub-030,active,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-030,active,pic-absent,0.0,1.0,2.0,0.0,23.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,1.0,2.0,1.0,23.0,1.0,hit,,,,0
sub-030,inactive,pic-absent,0.0,1.0,2.0,2.0,23.0,1.0,correct rejection,,,,0
sub-030,active,pic-absent,0.0,1.0,2.0,3.0,23.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-030,active,pic-absent,0.0,1.0,3.0,1.0,24.0,1.0,correct rejection,,,,0
sub-030,inactive,pic-present,1.0,1.0,3.0,2.0,24.0,1.0,hit,,,,0
sub-030,inactive,pic-present,1.0,1.0,3.0,3.0,24.0,1.0,hit,,,,0
,,,,,,,,,,1.2048714687334723,1.166547103431718,1.575340333317096,0
sub-031,inactive,pic-present,1.0,0.0,0.0,0.0,9.0,1.0,hit,,,,0
sub-031,active,pic-absent,0.0,0.0,0.0,1.0,9.0,1.0,correct rejection,,,,0
sub-031,inactive,pic-present,1.0,0.0,0.0,2.0,9.0,1.0,hit,,,,0
sub-031,active,pic-present,1.0,0.0,0.0,3.0,9.0,1.0,hit,,,,0
sub-031,active,pic-absent,1.0,0.0,1.0,0.0,10.0,0.0,false alarm,,,,0
sub-031,inactive,pic-absent,0.0,0.0,1.0,1.0,10.0,1.0,correct rejection,,,,0
sub-031,active,pic-present,1.0,0.0,1.0,2.0,10.0,1.0,hit,,,,0
sub-031,inactive,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-031,active,pic-present,1.0,0.0,2.0,0.0,11.0,1.0,hit,,,,0
sub-031,inactive,pic-present,1.0,0.0,2.0,1.0,11.0,1.0,hit,,,,0
sub-031,active,pic-absent,1.0,0.0,2.0,2.0,11.0,0.0,false alarm,,,,0
sub-031,inactive,pic-present,1.0,0.0,2.0,3.0,11.0,1.0,hit,,,,0
sub-031,inactive,pic-absent,0.0,0.0,3.0,0.0,12.0,1.0,correct rejection,,,,0
sub-031,active,pic-present,1.0,0.0,3.0,1.0,12.0,1.0,hit,,,,0
sub-031,inactive,pic-absent,0.0,0.0,3.0,2.0,12.0,1.0,correct rejection,,,,0
sub-031,active,pic-absent,0.0,0.0,3.0,3.0,12.0,1.0,correct rejection,,,,0
sub-031,active,pic-absent,1.0,1.0,0.0,0.0,21.0,0.0,false alarm,,,,0
sub-031,active,pic-present,1.0,1.0,0.0,1.0,21.0,1.0,hit,,,,0
sub-031,inactive,pic-present,1.0,1.0,0.0,2.0,21.0,1.0,hit,,,,0
sub-031,active,pic-absent,0.0,1.0,0.0,3.0,21.0,1.0,correct rejection,,,,0
sub-031,inactive,pic-absent,0.0,1.0,1.0,0.0,22.0,1.0,correct rejection,,,,0
sub-031,inactive,pic-present,1.0,1.0,1.0,1.0,22.0,1.0,hit,,,,0
sub-031,active,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-031,inactive,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-031,active,pic-present,1.0,1.0,2.0,0.0,23.0,1.0,hit,,,,0
sub-031,inactive,pic-absent,0.0,1.0,2.0,1.0,23.0,1.0,correct rejection,,,,0
sub-031,active,pic-absent,1.0,1.0,2.0,2.0,23.0,0.0,false alarm,,,,0
sub-031,active,pic-present,1.0,1.0,2.0,3.0,23.0,1.0,hit,,,,0
sub-031,inactive,pic-present,1.0,1.0,3.0,0.0,24.0,1.0,hit,,,,0
sub-031,active,pic-absent,1.0,1.0,3.0,1.0,24.0,0.0,false alarm,,,,0
sub-031,inactive,pic-absent,1.0,1.0,3.0,2.0,24.0,0.0,false alarm,,,,0
sub-031,inactive,pic-present,1.0,1.0,3.0,3.0,24.0,1.0,hit,,,,0
,,,,,,,,,,0.9686558499961393,0.9234710230689066,1.1644567666808143,0
sub-032,active,pic-absent,0.0,0.0,0.0,0.0,9.0,1.0,correct rejection,,,,0
sub-032,inactive,pic-present,0.0,0.0,0.0,1.0,9.0,0.0,miss,,,,0
sub-032,active,pic-present,1.0,0.0,0.0,2.0,9.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,0.0,0.0,0.0,3.0,9.0,1.0,correct rejection,,,,0
sub-032,inactive,pic-present,1.0,0.0,1.0,0.0,10.0,1.0,hit,,,,0
sub-032,active,pic-present,1.0,0.0,1.0,1.0,10.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,0.0,0.0,1.0,2.0,10.0,1.0,correct rejection,,,,0
sub-032,active,pic-absent,0.0,0.0,1.0,3.0,10.0,1.0,correct rejection,,,,0
sub-032,active,pic-present,1.0,0.0,2.0,0.0,11.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,1.0,0.0,2.0,1.0,11.0,0.0,false alarm,,,,0
sub-032,active,pic-absent,1.0,0.0,2.0,2.0,11.0,0.0,false alarm,,,,0
sub-032,inactive,pic-present,1.0,0.0,2.0,3.0,11.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,1.0,0.0,3.0,0.0,12.0,0.0,false alarm,,,,0
sub-032,active,pic-absent,1.0,0.0,3.0,1.0,12.0,0.0,false alarm,,,,0
sub-032,inactive,pic-present,0.0,0.0,3.0,2.0,12.0,0.0,miss,,,,0
sub-032,active,pic-present,0.0,0.0,3.0,3.0,12.0,0.0,miss,,,,0
sub-032,active,pic-present,1.0,1.0,0.0,0.0,21.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,0.0,1.0,0.0,1.0,21.0,1.0,correct rejection,,,,0
sub-032,active,pic-present,1.0,1.0,0.0,2.0,21.0,1.0,hit,,,,0
sub-032,active,pic-present,0.0,1.0,0.0,3.0,21.0,0.0,miss,,,,0
sub-032,inactive,pic-absent,1.0,1.0,1.0,0.0,22.0,0.0,false alarm,,,,0
sub-032,active,pic-present,1.0,1.0,1.0,1.0,22.0,1.0,hit,,,,0
sub-032,inactive,pic-present,1.0,1.0,1.0,2.0,22.0,1.0,hit,,,,0
sub-032,active,pic-absent,0.0,1.0,1.0,3.0,22.0,1.0,correct rejection,,,,0
sub-032,inactive,pic-present,1.0,1.0,2.0,0.0,23.0,1.0,hit,,,,0
sub-032,active,pic-absent,0.0,1.0,2.0,1.0,23.0,1.0,correct rejection,,,,0
sub-032,active,pic-absent,1.0,1.0,2.0,2.0,23.0,0.0,false alarm,,,,0
sub-032,inactive,pic-present,1.0,1.0,2.0,3.0,23.0,1.0,hit,,,,0
sub-032,active,pic-absent,1.0,1.0,3.0,0.0,24.0,0.0,false alarm,,,,0
sub-032,inactive,pic-present,1.0,1.0,3.0,1.0,24.0,1.0,hit,,,,0
sub-032,inactive,pic-absent,0.0,1.0,3.0,2.0,24.0,1.0,correct rejection,,,,0
sub-032,inactive,pic-absent,0.0,1.0,3.0,3.0,24.0,1.0,correct rejection,,,,0
,,,,,,,,,,1.2282851937270607,1.2061118380765297,1.2706161454235287,0
