trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,thermode_locali.stopped,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,tâche_EVA.stopped,thermode_locali_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,94.51732320000883,,0.016366299998480827,83.31757470000593,83.31794269999955,86.18424120001146,86.1842495000019,94.50097780000942,94.50126540000201,99.50090980000095,99.50091640000755,99.51744480000343,111.5342304000078,111.50139470001159,0,inactive,48.7,111.50140180000744,115.13728229999833,6.500000000000094,3.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,115.15102370000386,,,,,,,,115.13828260000446,120.13459070000681,120.13459750000038,120.15110840000852,132.1679063000047,132.13500690000365,1,inactive,48.7,132.13501430000179,135.78765730001032,12.500000000000206,3.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,135.80130750000535,,,,,,,,135.78845180000644,140.78484310000204,140.78484960000787,140.80128670000704,152.81809330001124,152.7851825000107,2,active,48.7,152.78518960000656,155.01959010001156,3.4999999999999876,2.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,155.0348251000105,,,,,,,,155.02034250000725,160.01840490000905,160.0184115000011,160.06822660000762,,172.03504129999783,3,active,48.7,172.0350480000052,174.70388390000153,4.4999999999999964,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,174.71840310000698,,,,,,,,174.70416740000655,179.70193740000832,179.70194340001035,179.71842980000656,191.73519600000873,191.70237530001032,0,inactive,48.7,191.70238200000313,195.3549151000043,18.000000000000078,3.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,195.36861250000948,,,,,,,,195.35566790000303,200.35215880000032,200.35216500000388,200.36866659999941,212.38546230000793,212.35257699999784,1,active,48.7,212.35258430000977,215.6862584000046,4.000000000000093,3.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,215.70217050000792,,,,,,,,215.68650930000877,220.68573650000326,220.68574260000605,220.70222649999778,232.7189764000068,232.68617390000145,2,active,48.7,232.68618140000035,236.4873760000046,7.500000000000167,3.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,236.50241060000553,,,,,,,,236.48824910000258,241.4860192000051,241.48602520000713,241.50235850000172,253.51924360000703,253.48640760000853,3,inactive,48.7,253.4864147000044,256.0218855999992,20.500000000000142,2.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,256.03594390000217,,,,,,,,256.02269640000304,261.0194349000085,261.019441299999,261.03592580000986,273.0527124000073,273.01987160000135,0,active,48.7,273.01987889999873,275.87245650000114,6.9999999999999885,2.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,275.88611770000716,,,,,,,,275.87319850000495,280.86964940000325,280.86965570000757,280.8861567999993,292.90294830000494,292.8701172000001,1,active,48.7,292.8701244999975,296.5062779,5.50000000000013,3.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-010,48.7,47.0,49.5,COM3,2024-01-30_15h06.39.033,2024_RDpaindiscrimination_maintask,2023.2.3,60.01006968952248,2024-01-30 15h07.04.505044 -0500,
