,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-3.78592819 -1.98970342 -0.19347865  1.60274613  3.3989709   5.19519568
  6.99142045  8.78764523 10.58387    12.38009477 14.17631955 15.97254432
 17.7687691  19.56499387 21.36121865 23.15744342 24.95366819 26.74989297
 28.54611774 30.34234252 32.13856729 33.93479206 35.73101684 37.52724161
 39.32346639 41.11969116 42.91591594 44.71214071 46.50836548 48.30459026
 50.10081503 51.89703981 53.69326458 55.48948936 57.28571413 59.0819389
 60.87816368 62.67438845 64.47061323 66.266838   68.06306278 69.85928755
 71.65551232 73.4517371  75.24796187 77.04418665 78.84041142 80.6366362
 82.43286097 84.22908574 86.02531052 87.82153529]","[-5.2164313  -3.20351449 -1.2009886   0.79122664  2.77321064  4.74504202
  6.70679858  8.65855736 10.60039458 12.5323857  14.45460542 16.36712768
 18.27002569 20.1633719  22.04723806 23.9216952  25.78681361 27.64266293
 29.48931208 31.3268293  33.15528216 34.97473756 36.78526177 38.58692037
 40.37977833 42.16389997 43.939349   45.70618849 47.46448092 49.21428816
 50.95567148 52.68869157 54.41340854 56.1298819  57.83817064 59.53833313
 61.23042724 62.91451026 64.59063894 66.25886951 67.91925767 69.57185859
 71.21672691 72.85391679 74.48348187 76.10547529 77.71994969 79.32695725
 80.92654964 82.51877806 84.10369326 85.68134549]","[ 4.29041757  5.06481156  5.8809129   6.7387216   7.63823766  8.57946107
  9.56239184 10.58702997 11.65337546 12.76142831 13.91118851 15.10265607
 16.33583098 17.61071326 18.92730289 20.28559988 21.68560422 23.12731593
 24.61073499 26.1358614  27.70269518 29.31123631 30.9614848  32.65344065
 34.38710385 36.16247442 37.97955234 39.83833761 41.73883025 43.68103024
 45.66493759 47.69055229 49.75787436 51.86690378 54.01764056 56.21008469
 58.44423618 60.72009503 63.03766124 65.39693481 67.79791573 70.24060401
 72.72499965 75.25110264 77.81891299 80.4284307  83.07965577 85.77258819
 88.50722797 91.28357511 94.10162961 96.96139146]","[41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745 41.11969745
 41.11969745 41.11969745 41.11969745 41.11969745]",para,"[30.0, 60.0]","[43.10000000000003, 44.70000000000005]","[29.311236312319124, 60.720095033995676]"
sse,4797.570630384041,4923.794377583384,4523.921995466759,15535.114264844427,para,"[30.0, 60.0]","[43.10000000000003, 44.70000000000005]","[29.311236312319124, 60.720095033995676]"
params,[-740.23808564   17.96224774    1.        ],[ 7.72650960e+02 -2.99819592e+04 -2.45620765e+00],[ 3.20084228e+03 -1.63464762e+02  2.08536787e+00],[ 41.11969745  -2.61314323 -11.2664113 ],para,"[30.0, 60.0]","[43.10000000000003, 44.70000000000005]","[29.311236312319124, 60.720095033995676]"
stim_val,"[42.90000000000003, 44.60000000000005]","[42.800000000000026, 44.50000000000005]","[43.10000000000003, 44.70000000000005]","[41.0, 41.0]",para,"[30.0, 60.0]","[43.10000000000003, 44.70000000000005]","[29.311236312319124, 60.720095033995676]"
fitted_val,"[30.342342516417375, 60.878163678724604]","[29.489312079787283, 59.53833313116752]","[29.311236312319124, 60.720095033995676]","[41.11969744775099, 41.11969744775099]",para,"[30.0, 60.0]","[43.10000000000003, 44.70000000000005]","[29.311236312319124, 60.720095033995676]"
