trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,thermode_locali.stopped,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,thermode_locali_EVA.stopped,tâche_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,percu_or.stopped,responser.stopped,thermode_locali_pic.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,121.06462060000013,,0.011769099999582977,116.68218259999958,116.68293789999916,118.13213050000013,118.13214399999924,121.04924579999897,121.05094169999938,126.04859509999915,126.04860699999881,126.06471239999883,138.14839109999957,138.04936259999886,0,inactive,44.5,138.04937739999878,142.20040599999993,2.5000000000002003,4.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,142.21513569999843,,,,,,,,142.2010597999997,147.19910309999977,147.1991139999991,147.21537360000002,159.2822357999994,159.19986699999936,1,active,44.5,159.1998810999994,162.95220319999862,0.0,3.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,162.9823708999993,,,,,,,,162.95391599999857,167.96583219999957,167.96584219999932,167.98245309999947,,179.96611759999905,2,inactive,44.5,179.9661314999994,183.53577309999855,0.0,3.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,183.56619069999942,,,,,,,,183.53753179999876,188.54969079999864,188.5497008000002,188.56631279999965,,200.54997790000016,3,active,44.5,200.5499932999992,204.65326939999977,5.0000000000002,4.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,204.6666709000001,,,,,,,,204.65386079999917,209.65073979999943,209.6507505999998,209.6667886999985,221.8338963999995,221.6514417999988,0,inactive,44.5,221.65145549999943,224.03730969999924,35.49999999999998,2.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,224.0671939999993,,,,,,,,224.0390613999989,229.05064709999897,229.05065729999842,229.0672696999991,,241.05095729999994,1,active,44.5,241.05097119999846,243.2212245999999,3.9999999999999876,2.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,243.25111089999882,,,,,,,,243.22294839999995,248.23448029999963,248.23449059999984,248.2511128999995,,260.2347837999987,2,active,44.5,260.2347977999998,263.60421159999896,0.0,3.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,263.61825940000017,,,,,,,,263.6052891999989,268.60215160000007,268.6021624999994,268.61826329999894,280.68523189999905,280.60288169999876,3,inactive,44.5,280.60289569999986,283.72063179999896,53.49999999999995,3.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,283.7353086999992,,,,,,,,283.721228299999,288.71931810000024,288.7193288999988,288.75209749999885,,300.73578669999915,0,active,44.5,300.73580069999844,303.2884807999999,6.000000000000059,2.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,303.31914959999995,,,,,,,,303.2902385999987,308.30262909999874,308.30263919999925,308.3192256000002,,320.3029510999986,1,inactive,44.5,320.3029666000002,323.7054128999989,52.49999999999996,3.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,10,0,10,0,,,,,,,,,,,,,323.73643749999974,,,,,,,,323.7071484999997,328.719822699999,328.7198325999998,328.7364174999984,,340.72010539999974,2,inactive,44.5,340.7201193000001,344.00630289999935,1.5000000000000586,3.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,11,0,11,0,,,,,,,,,,,,,344.0368364999995,,,,,,,,344.0080324999999,349.0203101999996,349.0203217999988,349.03691919999983,,361.02058679999936,3,active,44.5,361.020601799999,365.08918899999844,22.00000000000007,3.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,12,0,12,0,,,,,,,,,,,,,365.1039854999999,,,,,,,,365.0897926999987,370.0879535999993,370.08796509999956,370.1041078999988,382.1710733,382.08865569999944,0,active,44.5,382.0886695999998,386.52508149999994,3.000000000000067,4.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,13,0,13,0,,,,,,,,,,,,,386.55462329999864,,,,,,,,386.5268519000001,391.53801909999856,391.53802899999937,391.5546144,,403.53832109999894,1,inactive,44.5,403.5383349999993,407.1914405999996,1.5000000000001297,3.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
0,0,0,0,14,0,14,0,,,,,,,,,,,,,407.20500600000014,,,,,,,,407.19204009999885,412.1889870999985,412.1889984999998,412.2051083999995,424.2721118999998,424.18968869999844,2,active,44.5,424.18970269999954,428.10845269999845,0.0,3.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-008,44.5,42.1,45.3,COM3,2024-01-29_11h08.46.110,2024_RDpaindiscrimination_maintask,2023.2.3,60.00686478564706,2024-01-29 11h09.22.758398 -0500,
