trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,52.47880450007506,,0.011594200041145086,52.46247680007946,52.46286900003906,57.462370500084944,57.46237770002335,57.478871700004674,65.4622806000989,65.4622806000989,67.6789724000264,68.46218590007629,68.46218590007629,68.44573370006401,4.03,4.77,403,476,8,3,1.2,0.75,459,0,467,0.8,None,None,,,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
1,0,1,0,68.46218590007629,,,,68.44684710004367,73.44580480002332,73.44581130007282,73.46234520000871,81.44570290006232,81.44570290006232,83.66244119999465,84.44574160000775,84.44574160000775,84.42928929999471,3.88,4.92,388,492,8,3,1.2,0.75,459,1,467,0.8,0,m,0.6046328000957146,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
2,0,2,0,84.44574160000775,,,,84.43031160009559,89.42927940003574,89.42928570008371,89.44583840004634,97.4291918000672,97.4291918000672,99.6458795000799,100.42922300007194,100.42922300007194,100.41279600001872,3.32,5.48,332,548,8,3,1.2,0.75,459,2,469,1,1,n,0.42521000001579523,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
3,0,3,0,100.42922300007194,,,,100.41369439999107,105.41281550005078,105.41282180009875,105.42927630001213,113.41268740000669,113.41268740000669,115.62935140007176,116.4127015999984,116.4127015999984,116.39623770001344,4.03,4.77,403,476,8,3,1.2,0.75,459,3,466,0.7,0,m,0.4292987999506295,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
4,0,4,0,116.4127015999984,,,,116.39715880004223,121.39626950002275,121.39627610007301,121.41277010005433,129.39628720004112,129.39628720004112,131.61289980006404,132.39630350004882,132.39630350004882,132.37987300008535,4.24,4.56,424,455,8,3,1.2,0.75,459,0,468,0.8999999999999999,0,m,0.9108171999687329,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
5,0,5,0,132.39630350004882,,,,132.3807867000578,137.37983650004026,137.37984330009203,137.39633800007869,145.37975600000937,145.37975600000937,147.59645000007004,148.37978410010692,148.37978410010692,148.36329950008076,3.42,5.38,342,538,8,3,1.2,0.75,459,1,469,1,1,n,0.35545469995122403,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
6,0,6,0,148.37978410010692,,,,148.3642056999961,153.36333469999954,153.36334200005513,153.37984380009584,161.36324209999293,161.36324209999293,163.57994090009015,164.36327670002356,164.36327670002356,164.34679900004994,3.56,5.24,356,524,8,3,1.2,0.75,459,2,469,1,0,m,0.5475508000236005,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
7,0,7,0,164.36327670002356,,,,164.34774080000352,169.34680830000434,169.3468198000919,169.36332720005885,177.3467481000116,177.3467481000116,179.56336300005205,180.34671070007607,180.34671070007607,180.3302049000049,4.2,4.6,420,459,8,3,1.2,0.75,459,3,469,1,0,m,1.3964773999759927,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
8,0,8,0,180.34671070007607,,,,180.33114730007946,185.33022490004078,185.33023190009408,185.34671820001677,193.33022890007123,193.33022890007123,195.54688710009214,196.3302220000187,196.3302220000187,196.31374520005193,3.95,4.85,395,484,8,3,1.2,0.75,459,0,469,1,0,m,0.6050612000981346,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
9,0,9,0,196.3302220000187,,,,196.31465640000533,201.31377310003154,201.31377990008332,201.33027600008063,209.3136449001031,209.3136449001031,211.53042660001665,212.3137468000641,212.3137468000641,212.29720290005207,3.95,4.85,395,484,8,3,1.2,0.75,459,1,469,1,0,m,0.37706580001395196,None,,,,,,,,sub-027,COM3,45.9,2024-02-20_13h33.14.084,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01172632472334,2024-02-20 13h33.25.065325 -0500,
