,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ 4.73041998  5.93783073  7.14524147  8.35265222  9.56006296 10.76747371
 11.97488446 13.1822952  14.38970595 15.59711669 16.80452744 18.01193819
 19.21934893 20.42675968 21.63417043 22.84158117 24.04899192 25.25640266
 26.46381341 27.67122416 28.8786349  30.08604565 31.29345639 32.50086714
 33.70827789 34.91568863 36.12309938 37.33051012 38.53792087 39.74533162
 40.95274236 42.16015311 43.36756386 44.5749746  45.78238535 46.98979609
 48.19720684 49.40461759 50.61202833 51.81943908 53.02684982 54.23426057
 55.44167132 56.64908206 57.85649281 59.06390356 60.2713143  61.47872505
 62.68613579 63.89354654 65.10095729 66.30836803 67.51577878 68.72318952
 69.93060027 71.13801102 72.34542176 73.55283251 74.76024325 75.967654
 77.17506475 78.38247549 79.58988624 80.79729699 82.00470773 83.21211848
 84.41952922 85.62693997 86.83435072 88.04176146 89.24917221 90.45658295]","[ 4.06194814  5.35134038  6.63789851  7.92163186  9.20254973 10.48066136
 11.75597597 13.02850273 14.29825078 15.56522919 16.82944703 18.09091331
 19.349637   20.60562704 21.85889232 23.10944169 24.35728399 25.60242798
 26.84488241 28.08465599 29.32175737 30.55619521 31.78797807 33.01711453
 34.2436131  35.46748226 36.68873047 37.90736612 39.1233976  40.33683324
 41.54768135 42.7559502  43.96164801 45.16478298 46.36536328 47.56339704
 48.75889235 49.95185726 51.14229981 52.33022798 53.51564973 54.69857299
 55.87900565 57.05695556 58.23243055 59.40543841 60.5759869  61.74408375
 62.90973665 64.07295326 65.23374121 66.3921081  67.54806151 68.70160895
 69.85275794 71.00151595 72.14789041 73.29188875 74.43351834 75.57278653
 76.70970064 77.84426796 78.97649574 80.10639122 81.23396159 82.35921403
 83.48215568 84.60279363 85.72113499 86.83718679 87.95095607 89.06244982]","[ 16.1912812   16.34849402  16.53614736  16.7542412   17.00277556
  17.28175043  17.59116581  17.9310217   18.3013181   18.70205502
  19.13323245  19.59485039  20.08690885  20.60940781  21.16234729
  21.74572728  22.35954778  23.0038088   23.67851033  24.38365236
  25.11923492  25.88525798  26.68172155  27.50862564  28.36597024
  29.25375535  30.17198098  31.12064711  32.09975376  33.10930092
  34.14928859  35.21971678  36.32058547  37.45189468  38.6136444
  39.80583464  41.02846538  42.28153664  43.56504841  44.87900069
  46.22339349  47.59822679  49.00350061  50.43921494  51.90536978
  53.40196514  54.929001    56.48647738  58.07439427  59.69275168
  61.34154959  63.02078802  64.73046696  66.47058641  68.24114638
  70.04214685  71.87358784  73.73546934  75.62779135  77.55055388
  79.50375692  81.48740046  83.50148453  85.5460091   87.62097418
  89.72637978  91.86222589  94.02851251  96.22523965  98.45240729
 100.71001545 102.99806412]","[ 8.09820149  8.98708469  9.88380939 10.7884255  11.70098309 12.62153246
 13.55012407 14.4868086  15.43163692 16.3846601  17.34592941 18.3154963
 19.29341243 20.27972967 21.27450006 22.27777586 23.28960953 24.31005371
 25.33916125 26.37698521 27.42357884 28.47899559 29.54328911 30.61651325
 31.69872206 32.7899698  33.89031093 34.9998001  36.11849218 37.24644222
 38.38370549 39.53033746 40.6863938  41.85193039 43.02700331 44.21166884
 45.40598346 46.61000387 47.82378697 49.04738986 50.28086985 51.52428446
 52.77769139 54.04114859 55.31471418 56.5984465  57.89240411 59.19664575
 60.51123039 61.8362172  63.17166557 64.51763507 65.8741855  67.24137688
 68.61926941 70.00792353 71.40739986 72.81775925 74.23906277 75.67137167
 77.11474743 78.56925175 80.03494652 81.51189386 83.00015609 84.49979575
 86.01087559 87.53345858 89.06760789 90.61338691 92.17085925 93.74008872]",para,"[30.0, 60.0]","[43.60000000000004, 45.90000000000007]","[30.17198097637629, 59.69275167811975]"
sse,1606.5637816872318,1706.8567251287243,1028.1422598553052,1295.9821381284455,para,"[30.0, 60.0]","[43.60000000000004, 45.90000000000007]","[30.17198097637629, 59.69275167811975]"
params,[-490.30798593   12.07410746    1.        ],[ 1.17600237e+03 -1.06401544e+05  4.97909160e+01],[ 2.51649938e+03 -1.23386174e+02  1.52202561e+00],[-7.06119069e+01  2.89298992e-06  4.60984499e+00],para,"[30.0, 60.0]","[43.60000000000004, 45.90000000000007]","[30.17198097637629, 59.69275167811975]"
stim_val,"[43.10000000000003, 45.600000000000065]","[43.10000000000003, 45.600000000000065]","[43.60000000000004, 45.90000000000007]","[43.20000000000003, 45.80000000000007]",para,"[30.0, 60.0]","[43.60000000000004, 45.90000000000007]","[30.17198097637629, 59.69275167811975]"
fitted_val,"[30.0860456482352, 60.27131430113718]","[30.556195205359472, 60.57598690128543]","[30.17198097637629, 59.69275167811975]","[29.543289109286334, 60.51123039092748]",para,"[30.0, 60.0]","[43.60000000000004, 45.90000000000007]","[30.17198097637629, 59.69275167811975]"
