,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-11.16017947  -9.69469877  -8.22921807  -6.76373737  -5.29825667
  -3.83277597  -2.36729526  -0.90181456   0.56366614   2.02914684
   3.49462754   4.96010824   6.42558894   7.89106964   9.35655035
  10.82203105  12.28751175  13.75299245  15.21847315  16.68395385
  18.14943455  19.61491525  21.08039595  22.54587666  24.01135736
  25.47683806  26.94231876  28.40779946  29.87328016  31.33876086
  32.80424156  34.26972227  35.73520297  37.20068367  38.66616437
  40.13164507  41.59712577  43.06260647  44.52808717  45.99356788
  47.45904858  48.92452928  50.39000998  51.85549068  53.32097138
  54.78645208  56.25193278  57.71741349  59.18289419  60.64837489
  62.11385559  63.57933629  65.04481699  66.51029769  67.97577839
  69.4412591   70.9067398   72.3722205   73.8377012   75.3031819
  76.7686626   78.2341433   79.699624    81.16510471  82.63058541
  84.09606611  85.56154681]","[-11.31869012  -9.77425765  -8.23330101  -6.69580847  -5.16176836
  -3.63116907  -2.10399903  -0.58024673   0.94009929   2.45705044
   3.97061808   5.48081351   6.98764799   8.49113273   9.99127889
  11.48809757  12.98159984  14.4717967   15.95869911  17.44231799
  18.9226642   20.39974856  21.87358183  23.34417475  24.81153798
  26.27568215  27.73661784  29.19435559  30.64890589  32.10027917
  33.54848584  34.99353625  36.43544071  37.87420947  39.30985276
  40.74238075  42.17180357  43.5981313   45.02137399  46.44154162
  47.85864417  49.27269154  50.6836936   52.09166017  53.49660105
  54.89852597  56.29744464  57.69336671  59.08630181  60.47625951
  61.86324934  63.2472808   64.62836336  66.00650641  67.38171934
  68.75401148  70.12339213  71.48987054  72.85345592  74.21415747
  75.57198431  76.92694555  78.27905024  79.62830741  80.97472606
  82.31831511  83.6590835 ]","[2.31956376e-01 1.27001884e-01 7.52827286e-02 7.67989103e-02
 1.31550429e-01 2.39537285e-01 4.00759477e-01 6.15217007e-01
 8.82909874e-01 1.20383808e+00 1.57800162e+00 2.00540050e+00
 2.48603471e+00 3.01990426e+00 3.60700915e+00 4.24734938e+00
 4.94092494e+00 5.68773584e+00 6.48778208e+00 7.34106365e+00
 8.24758056e+00 9.20733281e+00 1.02203204e+01 1.12865433e+01
 1.24060016e+01 1.35786952e+01 1.48046241e+01 1.60837884e+01
 1.74161880e+01 1.88018229e+01 2.02406932e+01 2.17327988e+01
 2.32781398e+01 2.48767161e+01 2.65285277e+01 2.82335747e+01
 2.99918570e+01 3.18033746e+01 3.36681276e+01 3.55861159e+01
 3.75573395e+01 3.95817985e+01 4.16594929e+01 4.37904225e+01
 4.59745875e+01 4.82119878e+01 5.05026235e+01 5.28464945e+01
 5.52436009e+01 5.76939426e+01 6.01975196e+01 6.27543319e+01
 6.53643796e+01 6.80276627e+01 7.07441810e+01 7.35139347e+01
 7.63369238e+01 7.92131482e+01 8.21426079e+01 8.51253029e+01
 8.81612333e+01 9.12503990e+01 9.43928001e+01 9.75884365e+01
 1.00837308e+02 1.04139415e+02 1.07494758e+02]","[32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133 32.80423133
 32.80423133]",para,"[30.0, 60.0]","[45.10000000000005, 46.50000000000007]","[29.991856961760277, 60.197519582452514]"
sse,2657.7346589465947,2875.7491573621787,890.2915282927814,16849.456746576114,para,"[30.0, 60.0]","[45.10000000000005, 46.50000000000007]","[29.991856961760277, 60.197519582452514]"
params,[-619.33467049   14.65480701    1.        ],[ 1.35963114e+03 -1.21558317e+05  4.71672246e+01],[ 4.63906236e+03 -2.22242370e+02  2.66176685e+00],[ 32.80423133 -12.78506339 -49.55109578],para,"[30.0, 60.0]","[45.10000000000005, 46.50000000000007]","[29.991856961760277, 60.197519582452514]"
stim_val,"[44.30000000000004, 46.40000000000007]","[44.30000000000004, 46.40000000000007]","[45.10000000000005, 46.50000000000007]","[41.5, 41.5]",para,"[30.0, 60.0]","[45.10000000000005, 46.50000000000007]","[29.991856961760277, 60.197519582452514]"
fitted_val,"[29.873280162390643, 60.64837488839623]","[30.648905885129125, 60.47625950554175]","[29.991856961760277, 60.197519582452514]","[32.804231325349384, 32.804231325349384]",para,"[30.0, 60.0]","[45.10000000000005, 46.50000000000007]","[29.991856961760277, 60.197519582452514]"
