trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,37.454630300053395,,0.004215500084683299,37.43824920000043,37.438596600084566,42.43820960004814,42.43821600009687,42.454735600040294,50.43813190003857,50.43813190003857,52.654777600080706,53.43805900006555,53.43805900006555,53.42171380005311,3.63,5.17,363,517,8,3,1.2,0.75,488,0,496,0.8,1,n,1.0282047999789938,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
1,0,1,0,53.43805900006555,,,,53.422881800099276,58.421668700058945,58.421675700112246,58.438214700086974,66.43830200005323,66.43830200005323,68.63824530004058,69.43828900007065,69.43828900007065,69.42177270003594,4.64,4.16,463,416,8,3,1.2,0.75,488,1,492,0.4,1,n,1.0678868999239057,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
2,0,2,0,69.43828900007065,,,,69.42274140007794,74.4218292000005,74.42183600005228,74.43830980011262,82.42172220000066,82.42172220000066,84.63841880008113,85.4217519001104,85.4217519001104,85.40532440005336,3.53,5.27,353,527,8,3,1.2,0.75,488,2,491,0.3,0,m,0.696634600055404,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
3,0,3,0,85.4217519001104,,,,85.40623720001895,90.40530730003957,90.4053137000883,90.4218005000148,98.40522100008093,98.40522100008093,100.62190560007002,101.40524440002628,101.40524440002628,101.38877050008159,3.98,4.82,398,482,8,3,1.2,0.75,488,3,494,0.6,1,n,0.5127574000507593,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
4,0,4,0,101.40524440002628,,,,101.38971350004431,106.38879260001704,106.38879870006349,106.40530270000454,114.3887102000881,114.3887102000881,116.60540230001789,117.38881070003845,117.38881070003845,117.37226720002946,3.95,4.85,395,484,8,3,1.2,0.75,488,0,494,0.6,1,n,0.8935807000380009,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
5,0,5,0,117.38881070003845,,,,117.3732337000547,122.37235220009461,122.37235800002236,122.38878900010604,130.37229610001668,130.37229610001668,132.58895510004368,133.37244480010122,133.37244480010122,133.35578810004517,3.88,4.92,388,492,8,3,1.2,0.75,488,1,492,0.39999999999999997,0,m,2.4986570000182837,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
6,0,6,0,133.37244480010122,,,,133.35670170001686,138.3559324000962,138.3559391000308,138.37237220001407,146.35578040010296,146.35578040010296,148.57248200010508,149.3557717000367,149.3557717000367,149.33930490002967,3.35,5.45,335,545,8,3,1.2,0.75,488,2,493,0.5,0,m,1.8018294000066817,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
7,0,7,0,149.3557717000367,,,,149.34023710002657,154.33935180003755,154.33935780008323,154.35583460005,162.3392839001026,162.3392839001026,164.55591250001453,165.33931790001225,165.33931790001225,165.32282180001494,3.61,5.19,361,519,8,3,1.2,0.75,488,3,494,0.6,0,m,1.290893799974583,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
8,0,8,0,165.33931790001225,,,,165.3237800000934,170.32284950010944,170.32285570004024,170.33935490006115,178.32277520000935,178.32277520000935,180.53942300006747,181.32280390011147,181.32280390011147,181.30631790007465,4.62,4.18,462,418,8,3,1.2,0.75,488,0,495,0.7,1,n,0.5920644999714568,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
9,0,9,0,181.32280390011147,,,,181.30726320005488,186.30635530001018,186.30636570008937,186.3228555000387,194.30625570006669,194.30625570006669,196.5229832000332,197.3062986000441,197.3062986000441,197.28981530002784,4.26,4.54,426,454,8,3,1.2,0.75,488,1,495,0.7,1,n,1.8639888000907376,None,,,,,,,,sub-023,COM3,48.8,2024-02-15_11h05.28.968,2024_RDpaindiscrimination_QUEST,2023.2.3,60.014031247615726,2024-02-15 11h05.41.757811 -0500,
