trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,57.84925849997671,,0.015483899973332882,57.832924199989066,57.83329679997405,62.832828200014774,62.83283410000149,62.8493478000164,70.83278669998981,70.83278669998981,73.04947570001241,73.83278110000538,73.83278110000538,73.81636850000359,4.67,4.13,467,413,8,3,1.2,0.75,466,0,474,0.8,1,m,1.6763624000013806,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
1,0,1,0,73.83278110000538,,,,73.81756519997725,78.81632669997634,78.81633290002355,78.83284930000082,86.83291639998788,86.83291639998788,89.03293200000189,89.83298369997647,89.83298369997647,89.8164624000201,3.81,4.99,381,499,8,3,1.2,0.75,466,1,470,0.4,0,n,0.7291928000049666,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
2,0,2,0,89.83298369997647,,,,89.8174404000165,94.8164496999816,94.81645649997517,94.83299149997765,102.81640000001062,102.81640000001062,105.03308459999971,105.81645520002348,105.81645520002348,105.79995289997896,4.44,4.36,444,436,8,3,1.2,0.75,466,2,473,0.7,1,m,0.5444878999842331,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
3,0,3,0,105.81645520002348,,,,105.80089959996985,110.79997120000189,110.79997759999242,110.81648350000614,118.79998189996695,118.79998189996695,121.01667330000782,121.79994649998844,121.79994649998844,121.7835136000067,4.04,4.76,404,476,8,3,1.2,0.75,466,3,473,0.7,1,m,0.45827329996973276,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
4,0,4,0,121.79994649998844,,,,121.78445560002001,126.78355410002405,126.78356010001153,126.80002620001324,134.7834696000209,134.7834696000209,137.00011700001778,137.78342629998224,137.78342629998224,137.7670317000011,4.64,4.16,463,416,8,3,1.2,0.75,466,0,471,0.49999999999999994,1,m,1.2623758999980055,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
5,0,5,0,137.78342629998224,,,,137.76796730002388,142.76706990000093,142.7670758999884,142.78351300000213,150.76696400000947,150.76696400000947,152.98360979999416,153.76701209996827,153.76701209996827,153.75050620001275,4.44,4.36,444,436,8,3,1.2,0.75,466,1,471,0.49999999999999994,0,n,0.3745987999718636,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
6,0,6,0,153.76701209996827,,,,153.75141919997986,158.7505058000097,158.75051189999795,158.76701860001776,166.75038819998736,166.75038819998736,168.96706220001215,169.7503952999832,169.7503952999832,169.73393149999902,3.39,5.41,339,541,8,3,1.2,0.75,466,2,472,0.6,1,m,0.5189118999987841,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
7,0,7,0,169.7503952999832,,,,169.73483550001401,174.73392889997922,174.73393509996822,174.75044159998652,182.7339058999787,182.7339058999787,184.9505521999672,185.73389019997558,185.73389019997558,185.71740399999544,4.55,4.25,455,425,8,3,1.2,0.75,466,3,472,0.6,1,m,0.5232003999990411,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
8,0,8,0,185.73389019997558,,,,185.7183322000201,190.7174167999765,190.7174230000237,190.73393769998802,198.7174006999703,198.7174006999703,200.93409120000433,201.71742760000052,201.71742760000052,201.70094920002157,3.52,5.28,352,528,8,3,1.2,0.75,466,0,471,0.5,1,m,0.6246756999753416,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
9,0,9,0,201.71742760000052,,,,201.70188120001694,206.7010234000045,206.7010300999973,206.7174815000035,214.70091369998408,214.70091369998408,216.91758419998223,217.70091979997233,217.70091979997233,217.68439519999083,3.36,5.44,336,544,8,3,1.2,0.75,466,1,471,0.5,0,n,0.5850102000404149,None,,,,,,,,sub-022,COM3,46.6,2024-02-13_16h52.16.683,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99934000921923,2024-02-13 16h52.25.544276 -0500,
