trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,64.74067869991995,,0.006697900011204183,64.72441379993688,64.72479040001053,69.72425730002578,69.72426409996115,69.74076640000567,77.72417890001088,77.72417890001088,79.94087799999397,80.72421909996774,80.72421909996774,80.70776829996612,3.94,4.86,394,486,8,3,1.2,0.75,466,0,474,0.8,None,None,,,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
1,0,1,0,80.72421909996774,,,,80.70881510002073,85.70780540001579,85.70781659998465,85.72426839999389,93.72439959994517,93.72439959994517,95.92438029998448,96.72439609991852,96.72439609991852,96.70791050000116,4.36,4.44,436,444,8,3,1.2,0.75,466,1,474,0.8,1,n,0.617902799975127,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
2,0,2,0,96.72439609991852,,,,96.70893500000238,101.7079438000219,101.70795069995802,101.72444589994848,109.70786800002679,109.70786800002679,111.92468419997022,112.70797679992393,112.70797679992393,112.69156750000548,3.63,5.17,363,517,8,3,1.2,0.75,466,2,470,0.4,1,n,0.8581026999745518,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
3,0,3,0,112.70797679992393,,,,112.69249679998029,117.69153630000073,117.69154369994067,117.7080751999747,125.69145549996756,125.69145549996756,127.90817379998043,128.69153660000302,128.69153660000302,128.67507100000512,3.27,5.53,327,553,8,3,1.2,0.75,466,3,469,0.3,0,m,0.7753634999971837,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
4,0,4,0,128.69153660000302,,,,128.67599130002782,133.6750932999421,133.67509979999159,133.69159159995615,141.6750092000002,141.6750092000002,143.89165509992745,144.67500079993624,144.67500079993624,144.6586289999541,3.44,5.36,344,536,8,3,1.2,0.75,466,0,472,0.6,1,n,0.8763223000569269,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
5,0,5,0,144.67500079993624,,,,144.65957209991757,149.65854530001525,149.6585520999506,149.67505999992136,157.65852279996034,157.65852279996034,159.875202300027,160.6584501999896,160.6584501999896,160.64208529994357,3.59,5.21,359,521,8,3,1.2,0.75,466,1,472,0.6,0,m,0.9766478999517858,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
6,0,6,0,160.6584501999896,,,,160.64299449999817,165.64210069994442,165.64210870000534,165.65860590001103,173.64199269993696,173.64199269993696,175.85872329992708,176.64200999995228,176.64200999995228,176.62558749993332,4.59,4.21,459,421,8,3,1.2,0.75,466,2,475,0.8999999999999999,1,n,0.889504799968563,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
7,0,7,0,176.64200999995228,,,,176.62655229994562,181.6256172999274,181.62562389997765,181.6420638000127,189.62553019996267,189.62553019996267,191.84209509997163,192.62543729995377,192.62543729995377,192.60895779996645,3.64,5.16,364,516,8,3,1.2,0.75,466,3,475,0.8999999999999999,1,n,0.9882787999231368,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
8,0,8,0,192.62543729995377,,,,192.60994039999787,197.60906899999827,197.6090755999321,197.62561440002173,205.60898989997804,205.60898989997804,207.82572850002907,208.6090731000295,208.6090731000295,208.5925904000178,3.87,4.93,387,493,8,3,1.2,0.75,466,0,473,0.7,1,n,0.8096117998939008,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
9,0,9,0,208.6090731000295,,,,208.59348959999625,213.59262899996247,213.59263520000968,213.60912719997577,221.59250050003175,221.59250050003175,223.80924480000976,224.59259729995392,224.59259729995392,224.57608679996338,4.0,4.8,400,480,8,3,1.2,0.75,466,1,473,0.7,1,n,1.5692631000420079,None,,,,,,,,sub-013,COM3,46.6,2024-02-05_10h58.07.856,2024_RDpaindiscrimination_QUEST,2023.2.3,60.0157961800197,2024-02-05 10h58.19.165530 -0500,
