,neutral,z1,z2,z3,z4,z5
0,37.7,37.6,37.6,37.6,37.6,37.6
1,37.7,37.6,37.6,37.6,37.6,37.6
2,37.7,37.8,37.7,37.7,37.7,37.8
3,37.7,38.6,38.5,38.5,38.5,38.8
4,37.7,39.9,39.8,39.9,39.9,40.3
5,37.7,41.2,41.1,41.1,41.1,41.5
6,37.6,42.3,42.2,42.3,42.3,42.7
7,37.6,43.5,43.4,43.5,43.5,44.1
8,37.5,44.8,44.6,44.7,44.7,45.3
9,37.5,45.5,45.4,45.4,45.5,45.9
10,37.5,45.5,45.5,45.5,45.5,45.9
11,37.4,45.4,45.4,45.4,45.4,45.8
12,37.4,45.5,45.4,45.5,45.5,45.9
13,37.4,45.6,45.5,45.5,45.5,45.9
14,37.4,45.5,45.5,45.5,45.5,45.8
15,37.4,45.6,45.5,45.5,45.5,45.9
16,37.5,45.6,45.5,45.6,45.6,45.9
17,37.5,45.6,45.5,45.6,45.6,45.8
18,37.5,45.6,45.6,45.6,45.6,45.8
19,37.5,45.6,45.6,45.6,45.6,45.9
20,37.5,45.6,45.6,45.6,45.6,45.9
21,37.5,45.6,45.6,45.6,45.6,45.8
22,37.5,45.6,45.6,45.6,45.6,45.9
23,37.5,45.6,45.6,45.6,45.6,45.9
24,37.5,45.7,45.6,45.6,45.6,45.9
25,37.5,45.7,45.6,45.6,45.6,45.9
26,37.5,45.7,45.6,45.6,45.6,45.9
27,37.6,45.7,45.6,45.6,45.6,45.9
28,37.6,45.7,45.6,45.6,45.6,45.9
29,37.6,45.7,45.6,45.6,45.6,45.9
30,37.6,45.7,45.6,45.6,45.6,45.9
31,37.6,45.7,45.6,45.6,45.6,45.9
32,37.6,45.7,45.6,45.7,45.6,45.9
33,37.6,45.7,45.6,45.7,45.7,45.9
34,37.6,45.7,45.6,45.7,45.7,45.9
35,37.6,45.7,45.7,45.7,45.7,45.9
36,37.6,45.7,45.7,45.7,45.7,45.9
37,37.6,45.7,45.7,45.7,45.7,45.9
38,37.6,45.7,45.7,45.7,45.7,45.9
39,37.6,45.7,45.7,45.7,45.7,45.9
40,37.6,45.7,45.7,45.7,45.7,45.9
41,37.6,45.7,45.7,45.7,45.7,45.9
42,37.6,45.7,45.7,45.7,45.7,45.9
43,37.6,45.7,45.7,45.7,45.7,45.9
44,37.6,45.7,45.7,45.7,45.7,45.9
45,37.6,45.7,45.7,45.7,45.7,45.9
46,37.6,45.7,45.7,45.7,45.7,45.9
47,37.6,45.8,45.8,45.8,45.8,46.0
48,37.6,46.2,46.2,46.2,46.2,46.5
49,37.6,46.5,46.4,46.5,46.5,46.7
50,37.6,46.4,46.4,46.4,46.4,46.5
51,37.6,46.4,46.3,46.4,46.3,46.5
52,37.6,46.4,46.4,46.4,46.4,46.6
53,37.6,46.4,46.4,46.4,46.4,46.6
54,37.6,46.4,46.4,46.4,46.4,46.5
55,37.6,46.4,46.4,46.4,46.4,46.6
56,37.6,46.4,46.4,46.4,46.4,46.6
57,37.6,46.3,46.2,46.2,46.2,46.3
58,37.6,45.8,45.8,45.8,45.8,45.9
59,37.7,45.6,45.6,45.6,45.6,45.7
60,37.7,45.7,45.7,45.7,45.7,45.9
61,37.7,45.8,45.7,45.8,45.8,45.9
62,37.7,45.7,45.7,45.7,45.7,45.8
63,37.7,45.7,45.7,45.7,45.7,45.8
64,37.7,45.8,45.7,45.7,45.7,45.9
65,37.7,45.7,45.7,45.7,45.7,45.8
66,37.7,45.7,45.7,45.7,45.7,45.8
67,37.7,45.7,45.7,45.7,45.7,45.9
68,37.7,45.8,45.7,45.7,45.7,45.8
69,37.7,45.7,45.7,45.7,45.7,45.8
70,37.7,45.7,45.7,45.7,45.7,45.8
71,37.7,45.7,45.7,45.7,45.7,45.9
72,37.7,45.7,45.7,45.7,45.7,45.9
73,37.7,45.7,45.7,45.7,45.7,45.9
74,37.7,45.7,45.7,45.7,45.7,45.9
75,37.7,45.7,45.7,45.7,45.7,45.9
76,37.7,45.7,45.7,45.7,45.7,45.9
77,37.7,45.7,45.7,45.7,45.7,45.9
78,37.7,45.8,45.7,45.7,45.7,45.9
79,37.7,45.8,45.7,45.7,45.7,45.9
80,37.7,45.8,45.7,45.7,45.7,45.9
81,37.7,45.8,45.7,45.7,45.7,45.9
82,37.7,45.8,45.7,45.7,45.7,45.9
83,37.7,45.8,45.7,45.7,45.7,45.9
84,37.7,45.8,45.7,45.7,45.8,45.9
85,37.7,45.9,45.8,45.8,45.9,45.9
86,37.7,45.9,45.9,45.9,45.9,45.9
87,37.7,45.9,45.9,45.9,45.9,45.9
88,37.7,45.9,45.8,45.8,45.9,45.9
89,37.7,45.9,45.9,45.9,45.9,45.9
90,37.7,45.9,45.9,45.9,45.9,45.9
91,37.7,45.9,45.8,45.8,45.9,45.9
92,37.7,45.9,45.8,45.9,45.9,45.9
93,37.7,45.9,45.9,45.9,45.9,45.9
94,37.7,45.9,45.9,45.9,45.9,45.9
95,37.7,45.9,45.9,45.9,45.9,45.9
96,37.7,45.9,45.8,45.9,45.9,45.9
97,37.7,45.9,45.4,45.8,45.9,45.9
98,37.8,45.1,44.5,45.0,45.1,45.1
99,37.8,40.8,40.9,40.7,40.8,40.8
100,38.0,36.5,37.1,36.6,36.6,36.6
101,38.0,37.3,37.0,37.1,37.4,37.5
102,38.0,38.5,38.2,38.3,38.7,38.6
103,38.1,37.4,38.0,37.6,37.5,37.4
104,38.1,37.2,37.4,37.2,37.3,37.3
