trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,84.11998909991235,,0.0025231000036001205,84.10368399997242,84.10403829999268,89.10356070008129,89.10356740001589,89.12012029998004,97.10349000012502,97.10349000012502,99.32017530011944,100.1035084000323,100.1035084000323,100.08705540001392,4.26,4.54,426,454,8,3,1.2,0.75,469,0,477,0.8,1,m,1.8348892000503838,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
1,0,1,0,100.1035084000323,,,,100.0882451001089,105.08705440000631,105.08706069993787,105.10358739993535,113.10367460013367,113.10367460013367,115.30371100013144,116.10375040001236,116.10375040001236,116.08725260011852,3.84,4.96,384,496,8,3,1.2,0.75,469,1,473,0.4,1,m,1.2189543000422418,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
2,0,2,0,116.10375040001236,,,,116.08822209993377,121.08728510001674,121.08729179995134,121.10380499996245,129.08721240004525,129.08721240004525,131.30390920001082,132.0872357999906,132.0872357999906,132.07076089992188,3.62,5.18,362,518,8,3,1.2,0.75,469,2,472,0.3,0,n,1.3721078999806195,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
3,0,3,0,132.0872357999906,,,,132.07166479993612,137.07081830012612,137.07082420005463,137.08730080001988,145.07070869999006,145.07070869999006,147.28735419991426,148.07074390002526,148.07074390002526,148.05425300006755,4.5,4.3,450,430,8,3,1.2,0.75,469,3,475,0.6,1,m,1.5233483000192791,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
4,0,4,0,148.07074390002526,,,,148.0552028999664,153.0542830999475,153.05428920011036,153.070760600036,161.05420930008404,161.05420930008404,163.27089009992778,164.05423659994267,164.05423659994267,164.0377108999528,3.31,5.49,331,549,8,3,1.2,0.75,469,0,475,0.6,1,m,1.252761600073427,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
5,0,5,0,164.05423659994267,,,,164.03862460004166,169.03777420008555,169.03778060013428,169.0542586001102,177.03769890009426,177.03769890009426,179.25438140006736,180.0377442999743,180.0377442999743,180.02119110012427,4.61,4.19,461,419,8,3,1.2,0.75,469,1,473,0.39999999999999997,1,m,1.4011495998129249,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
6,0,6,0,180.0377442999743,,,,180.0220896000974,185.02128320001066,185.02128920005634,185.037760599982,193.0211905001197,193.0211905001197,195.23786820005625,196.02119210013188,196.02119210013188,196.0046946001239,4.02,4.78,401,478,8,3,1.2,0.75,469,2,473,0.39999999999999997,0,n,1.4104657999705523,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
7,0,7,0,196.02119210013188,,,,196.0056374000851,201.00472740014084,201.00473390007392,201.0212121999357,209.00464330008253,209.00464330008253,211.2213324001059,212.00469340011477,212.00469340011477,211.9881972000003,3.6,5.2,360,520,8,3,1.2,0.75,469,3,474,0.5,1,m,1.3265136999543756,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
8,0,8,0,212.00469340011477,,,,211.989138700068,216.98822519998066,216.98823120002635,217.00472240010276,224.9881343001034,224.9881343001034,227.2048243000172,227.9881633000914,227.9881633000914,227.97170120012015,4.11,4.69,411,469,8,3,1.2,0.75,469,0,474,0.5,1,m,1.2911727000027895,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
9,0,9,0,227.9881633000914,,,,227.97262630006298,232.97170559992082,232.97171199996956,232.98814500006847,240.97163800010458,240.97163800010458,243.1883207000792,243.9716694999952,243.9716694999952,243.95517670013942,4.28,4.52,428,451,8,3,1.2,0.75,469,1,473,0.4,1,m,1.251335500041023,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
10,0,10,0,243.9716694999952,,,,243.95617270004004,248.95520450011827,248.95521149993874,248.97170790005475,256.95512249995954,256.95512249995954,259.17181540001184,259.95515249995515,259.95515249995515,259.938667899929,4.66,4.14,466,413,8,3,1.2,0.75,469,2,473,0.4,0,n,1.4001794999931008,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
11,0,11,0,259.95515249995515,,,,259.9396025000606,264.9386831999291,264.9386895999778,264.9551274999976,272.9386128000915,272.9386128000915,275.15527500002645,275.9387286999263,275.9387286999263,275.92215820006095,4.36,4.44,436,444,8,3,1.2,0.75,469,3,474,0.5,1,m,1.2194656000938267,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
12,0,12,0,275.9387286999263,,,,275.923056300031,280.922187600052,280.9221938000992,280.9386998000555,288.92211059993133,288.92211059993133,291.13879310013726,291.922179199988,291.922179199988,291.9056297999341,3.66,5.14,366,514,8,3,1.2,0.75,469,0,474,0.5,1,m,1.184376899851486,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
13,0,13,0,291.922179199988,,,,291.90656469995156,296.90568590001203,296.9056923999451,296.92215020000003,304.9056029000785,304.9056029000785,307.12229260010645,307.90557119995356,307.90557119995356,307.8891427000053,4.21,4.59,421,459,8,3,1.2,0.75,469,1,473,0.4,1,m,1.0974352001212537,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
14,0,14,0,307.90557119995356,,,,307.8900385000743,312.88918119994923,312.8891871999949,312.90570860006846,320.8890931000933,320.8890931000933,323.1057873000391,323.88912950013764,323.88912950013764,323.8726898999885,3.39,5.41,339,541,8,3,1.2,0.75,469,2,473,0.4,0,n,1.2503840997815132,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
15,0,15,0,323.88912950013764,,,,323.8736348999664,328.87267239997163,328.8726784000173,328.889109400101,336.8725968999788,336.8725968999788,339.08927830005996,339.8726177001372,339.8726177001372,339.8561535999179,4.42,4.38,442,438,8,3,1.2,0.75,469,3,474,0.5,1,m,1.2582232002168894,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
16,0,16,0,339.8726177001372,,,,339.8570672001224,344.8562652000692,344.85627200012095,344.87271369993687,352.85616800002754,352.85616800002754,355.07272809999995,355.856070100097,355.856070100097,355.83959190011956,4.16,4.64,416,463,8,3,1.2,0.75,469,0,474,0.5,1,m,1.359007199993357,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
17,0,17,0,355.856070100097,,,,355.8405520999804,360.83964810008183,360.8396538000088,360.8561154000927,368.83953569992445,368.83953569992445,371.0562237999402,371.8395318000112,371.8395318000112,371.8230496000033,3.87,4.93,387,493,8,3,1.2,0.75,469,1,473,0.4,1,m,1.1830067001283169,None,,,,,,,,sub-032,COM3,46.9,2024-02-26_09h28.48.393,2024_RDpaindiscrimination_QUEST,2023.2.3,60.017308983971496,2024-02-26 09h29.08.788180 -0500,
