trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,thermode_locali.stopped,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,thermode_locali_EVA.stopped,tâche_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,percu_or.stopped,responser.stopped,thermode_locali_pic.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,157.48185700000067,,0.011638699999821256,150.54930590000004,150.55006669999966,154.23270840000077,154.2327232000007,157.46573340000032,157.46635529999912,162.46585009999944,162.46586209999987,162.4819549999993,172.56556699999965,172.46657140000025,0,active,43.1,172.4665853000006,176.4185895999999,12.000000000000073,3.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,176.43233970000074,,,,,,,,176.41928700000062,181.41625229999954,181.41626410000026,181.43244290000075,191.49931450000076,191.41699139999946,1,inactive,44.7,191.4170051000001,194.1861771999993,54.50000000000009,2.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,194.21630650000043,,,,,,,,194.18793879999976,199.1995681999997,199.1995793999995,199.2161816000007,,209.19982999999957,2,inactive,44.7,209.1998442999993,212.21786090000023,77.9999999999998,2.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,212.23317619999943,,,,,,,,212.21844039999996,217.21712710000065,217.21713909999926,217.2332946000006,227.30019979999997,227.21784549999938,3,active,43.1,227.21785920000002,229.25389739999991,12.999999999999993,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,229.28369469999961,,,,,,,,229.25564490000033,234.26708750000034,234.26709909999954,234.28369999999995,,244.2673293000007,0,inactive,44.7,244.2673433,246.06908889999977,62.999999999999915,1.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,246.08410279999953,,,,,,,,246.07029519999924,251.06791300000077,251.06792479999967,251.08410439999898,261.2343438000007,261.0686838999991,1,active,43.1,261.0686972000003,263.07002570000077,20.000000000000036,1.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,263.08438810000007,,,,,,,,263.0706140000002,268.06858739999916,268.06859950000035,268.08448920000046,278.1513911000002,278.0690627999993,2,inactive,44.7,278.06907669999964,281.436772699999,64.99999999999987,3.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,281.45158400000037,,,,,,,,281.4378856000003,286.4354308000002,286.43544289999954,286.4515897000001,296.51849559999937,296.4361349999999,3,active,43.1,296.43614909999997,299.7543382999993,37.50000000000008,3.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,299.768591,,,,,,,,299.75493710000046,304.75255710000056,304.75256959999933,304.7687234999994,314.8356144999998,314.75325969999903,0,inactive,44.7,314.75327429999925,317.9384795999995,76.99999999999999,3.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,317.96915249999984,,,,,,,,317.9401839000002,322.95254439999917,322.9525558000005,322.96912259999954,,332.9527545000001,1,active,43.1,332.9527686000001,335.35657139999967,39.49999999999994,2.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,44.7,43.1,46.3,COM3,2024-01-23_13h27.13.746,2024_RDpaindiscrimination_maintask,2023.2.3,59.98825429984729,2024-01-23 13h27.59.975705 -0500,
