trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,86.77227670000866,,0.004559800028800964,86.75588420033455,86.75626250030473,91.75588890025392,91.75589610030875,91.77234510006383,99.75578190013766,99.75578190013766,101.97247540019453,102.75581020023674,102.75581020023674,102.73932290030643,4.56,4.24,455,424,8,3,1.2,0.75,471,0,479,0.8,1,m,0.7381396000273526,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
1,0,1,0,102.75581020023674,,,,102.74048690032214,107.73937530023977,107.73938160017133,107.75587780028582,115.75596860004589,115.75596860004589,117.95599560020491,118.75600069994107,118.75600069994107,118.73956770030782,3.85,4.95,385,495,8,3,1.2,0.75,471,1,475,0.4,1,m,0.44211099995300174,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
2,0,2,0,118.75600069994107,,,,118.74050990026444,123.73960930015892,123.73961589997634,123.75612069992349,131.739554699976,131.739554699976,133.95638700015843,134.7395887002349,134.7395887002349,134.72312830016017,3.89,4.91,389,491,8,3,1.2,0.75,471,2,474,0.3,1,m,0.9619541997089982,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
3,0,3,0,134.7395887002349,,,,134.72408850025386,139.72314570005983,139.7231518002227,139.73964920034632,147.72302100015804,147.72302100015804,149.93978539993986,150.7231274000369,150.7231274000369,150.70659760013223,4.66,4.14,466,413,8,3,1.2,0.75,471,3,474,0.3,1,m,0.8266212996095419,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
4,0,4,0,150.7231274000369,,,,150.70752410031855,155.70673630014062,155.7067432999611,155.7231940999627,163.7066150000319,163.7066150000319,165.92331190034747,166.70666120015085,166.70666120015085,166.69017020007595,3.31,5.49,331,549,8,3,1.2,0.75,471,0,474,0.3,1,m,0.7872979999519885,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
5,0,5,0,166.70666120015085,,,,166.69109620014206,171.6901684999466,171.6901750001125,171.70666859997436,179.69016350014135,179.69016350014135,181.90684320032597,182.69019620027393,182.69019620027393,182.67370590008795,4.42,4.38,442,438,8,3,1.2,0.75,471,1,474,0.3,1,m,1.0275806998834014,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
6,0,6,0,182.69019620027393,,,,182.67469990020618,187.67373940022662,187.673745600041,187.69025800004601,195.67368509992957,195.67368509992957,197.89042790001258,198.67372430022806,198.67372430022806,198.65724370023236,4.47,4.33,447,433,8,3,1.2,0.75,471,2,474,0.3,1,m,1.0322527000680566,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
7,0,7,0,198.67372430022806,,,,198.65818609995767,203.65734479995444,203.65735140023753,203.6737583000213,211.65713099995628,211.65713099995628,213.8739344002679,214.6572857000865,214.6572857000865,214.6407761001028,3.97,4.83,397,483,8,3,1.2,0.75,471,3,474,0.3,1,m,0.7568196002393961,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
8,0,8,0,214.6572857000865,,,,214.6417185999453,219.64077370008454,219.64077990036458,219.65732100000605,227.64075510017574,227.64075510017574,229.85744119994342,230.640748700127,230.640748700127,230.62429720023647,3.62,5.18,362,518,8,3,1.2,0.75,471,0,474,0.3,0,n,0.99349519982934,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
9,0,9,0,230.640748700127,,,,230.62527820002288,235.62435050029308,235.62435760023072,235.64089750032872,243.6243215003051,243.6243215003051,245.84097660006955,246.62432270031422,246.62432270031422,246.60783990006894,3.52,5.28,352,528,8,3,1.2,0.75,471,1,477,0.6,1,m,0.6779775000177324,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
10,0,10,0,246.62432270031422,,,,246.6087944000028,251.60794810019433,251.60795470001176,251.62435760023072,259.60782560007647,259.60782560007647,261.82456510001794,262.60786810005084,262.60786810005084,262.591377499979,3.54,5.26,354,526,8,3,1.2,0.75,471,2,477,0.6,1,m,0.678190500009805,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
11,0,11,0,262.60786810005084,,,,262.5923284003511,267.59145179996267,267.591459300369,267.607900199946,275.5913618002087,275.5913618002087,277.8080132002942,278.59140200028196,278.59140200028196,278.57490919996053,3.64,5.16,364,516,8,3,1.2,0.75,471,3,475,0.39999999999999997,0,n,1.0146244000643492,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
12,0,12,0,278.59140200028196,,,,278.5758665003814,283.5749921002425,283.5749988001771,283.59150390001014,291.5749639002606,291.5749639002606,293.7916234000586,294.57497420022264,294.57497420022264,294.5584836001508,4.5,4.3,450,430,8,3,1.2,0.75,471,0,476,0.5,0,n,0.688073200173676,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
13,0,13,0,294.57497420022264,,,,294.55940330028534,299.5585295003839,299.55853600008413,299.5750873000361,307.55843130033463,307.55843130033463,309.77514109993353,310.5585374003276,310.5585374003276,310.5420397003181,4.02,4.78,401,478,8,3,1.2,0.75,471,1,477,0.6,0,n,0.6479954998940229,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
14,0,14,0,310.5585374003276,,,,310.54300120007247,315.5420568003319,315.5420635002665,315.55862849997357,323.5419132001698,323.5419132001698,325.7586027001962,326.54196790000424,326.54196790000424,326.5254660001956,3.93,4.87,393,487,8,3,1.2,0.75,471,2,478,0.7,0,n,0.6521931001916528,None,,,,,,,,sub-034,COM3,47.1,2024-04-29_10h00.29.763,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00247214861715,2024-04-29 10h00.51.127944 -0400,
