,times,neutral,z1,z2,z3,z4,z5
0,0.12060022354125977,37.9,37.6,37.6,37.6,37.8,37.9
1,0.23322415351867676,37.9,37.6,37.6,37.6,37.8,37.9
2,0.3448505401611328,37.9,37.8,37.8,37.8,38.0,38.0
3,0.45647692680358887,37.8,38.7,38.6,38.7,39.0,38.9
4,0.5691003799438477,37.8,40.3,40.1,40.3,40.6,40.5
5,0.6802427768707275,37.8,41.6,41.4,41.6,41.9,41.8
6,0.7928662300109863,37.7,42.8,42.6,42.8,43.1,43.0
7,0.905489444732666,37.7,44.2,44.0,44.3,44.5,44.4
8,1.0171434879302979,37.7,45.5,45.3,45.6,45.8,45.8
9,1.128770112991333,37.6,46.2,46.0,46.3,46.5,46.4
10,1.241718053817749,37.6,46.2,46.0,46.2,46.4,46.4
11,1.3533449172973633,37.6,46.1,45.9,46.1,46.3,46.3
12,1.4649677276611328,37.6,46.2,46.0,46.2,46.4,46.4
13,1.577594518661499,37.6,46.2,46.0,46.2,46.4,46.4
14,1.6892216205596924,37.6,46.2,46.0,46.2,46.3,46.3
15,1.801844596862793,37.6,46.2,46.0,46.2,46.4,46.4
16,1.9134712219238281,37.6,46.2,46.1,46.2,46.4,46.4
17,2.0250983238220215,37.7,46.2,46.1,46.2,46.3,46.3
18,2.137721061706543,37.7,46.2,46.1,46.2,46.4,46.3
19,2.2493443489074707,37.7,46.2,46.1,46.2,46.4,46.4
20,2.361971139907837,37.7,46.2,46.1,46.2,46.4,46.4
21,2.473113775253296,37.7,46.2,46.1,46.2,46.3,46.3
22,2.5857369899749756,37.7,46.2,46.1,46.2,46.4,46.4
23,2.6986775398254395,37.7,46.2,46.1,46.2,46.4,46.4
24,2.8103079795837402,37.7,46.2,46.1,46.2,46.4,46.4
25,2.9219346046447754,37.7,46.2,46.1,46.2,46.4,46.4
26,3.0335609912872314,37.7,46.2,46.1,46.2,46.4,46.4
27,3.146184206008911,37.7,46.2,46.1,46.2,46.4,46.4
28,3.2578113079071045,37.7,46.2,46.1,46.2,46.4,46.4
29,3.370434284210205,37.7,46.2,46.1,46.2,46.4,46.4
30,3.482057571411133,37.7,46.2,46.1,46.2,46.4,46.4
31,3.594684362411499,37.7,46.2,46.1,46.2,46.4,46.4
32,3.706310987472534,37.8,46.2,46.1,46.2,46.4,46.4
33,3.8179376125335693,37.8,46.2,46.1,46.2,46.4,46.4
34,3.930561065673828,37.8,46.3,46.1,46.2,46.4,46.4
35,4.042187690734863,37.8,46.3,46.1,46.2,46.4,46.4
36,4.154811143875122,37.8,46.3,46.1,46.2,46.4,46.4
37,4.266434192657471,37.8,46.3,46.1,46.2,46.4,46.4
38,4.379060983657837,37.8,46.3,46.1,46.2,46.4,46.4
39,4.49068808555603,37.8,46.3,46.1,46.2,46.4,46.4
40,4.602314472198486,37.8,46.5,46.4,46.5,46.6,46.6
41,4.71445369720459,37.8,47.1,46.9,47.1,47.2,47.2
42,4.827077150344849,37.8,47.3,47.2,47.3,47.5,47.5
43,4.938703775405884,37.8,47.2,47.0,47.1,47.2,47.2
44,5.051327228546143,37.8,47.2,47.0,47.1,47.2,47.2
45,5.162950038909912,37.8,47.3,47.1,47.2,47.3,47.3
46,5.274580240249634,37.8,47.2,47.1,47.1,47.3,47.2
47,5.387203931808472,37.8,47.2,47.1,47.1,47.2,47.2
48,5.49836802482605,37.8,47.2,47.1,47.2,47.3,47.3
49,5.610995292663574,37.8,47.2,47.1,47.2,47.3,47.2
50,5.723939657211304,37.8,46.9,46.8,46.8,46.9,46.9
51,5.835566282272339,37.8,46.3,46.2,46.2,46.3,46.3
52,5.947193384170532,37.8,46.2,46.1,46.1,46.2,46.2
53,6.059816122055054,37.8,46.3,46.2,46.3,46.4,46.4
54,6.171442985534668,37.8,46.3,46.2,46.3,46.4,46.3
55,6.283069610595703,37.8,46.3,46.2,46.2,46.3,46.3
56,6.395693302154541,37.8,46.3,46.2,46.3,46.4,46.4
57,6.507320165634155,37.8,46.3,46.2,46.3,46.4,46.4
58,6.619943141937256,37.8,46.3,46.2,46.2,46.3,46.3
59,6.731566429138184,37.8,46.3,46.2,46.3,46.3,46.3
60,6.844192981719971,37.8,46.3,46.2,46.3,46.4,46.4
61,6.955819845199585,37.8,46.3,46.2,46.3,46.3,46.3
62,7.06744647026062,37.8,46.3,46.2,46.3,46.3,46.3
63,7.180069923400879,37.8,46.3,46.2,46.3,46.4,46.4
64,7.291696310043335,37.8,46.3,46.2,46.3,46.3,46.3
65,7.404320001602173,37.8,46.3,46.2,46.3,46.3,46.3
66,7.515459299087524,37.8,46.3,46.2,46.3,46.4,46.4
67,7.62808632850647,37.8,46.3,46.2,46.3,46.4,46.3
