,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.040576571121508635,1.800881845207351,0.040576571121508635,32.0,-2.790739949938398,0.00439587770009369,32.0,-0.010714285714285716,0.4,0.1243590070222138,0.04974360280888552,33
