,Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,ng2,eps
0,condition,0.004536221054078087,1,32,0.004536221054078087,0.29333275476773507,0.5918440174039818,0.5918440174039818,0.0009928293050312119,1.0
1,block,0.012292353810210762,1,32,0.012292353810210762,0.6895663859725628,0.41246469686544096,0.41246469686544096,0.0026858318090785815,1.0
2,condition * block,0.0049646121074695855,1,32,0.0049646121074695855,0.22439725690854742,0.6389257184360646,0.6389257184360646,0.001086488119825803,1.0
