,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-2.46620654 -1.1406134   0.18497973  1.51057287  2.83616601  4.16175914
  5.48735228  6.81294541  8.13853855  9.46413168 10.78972482 12.11531796
 13.44091109 14.76650423 16.09209736 17.4176905  18.74328363 20.06887677
 21.39446991 22.72006304 24.04565618 25.37124931 26.69684245 28.02243558
 29.34802872 30.67362186 31.99921499 33.32480813 34.65040126 35.9759944
 37.30158753 38.62718067 39.95277381 41.27836694 42.60396008 43.92955321
 45.25514635 46.58073948 47.90633262 49.23192576 50.55751889 51.88311203
 53.20870516 54.5342983  55.85989143 57.18548457 58.5110777  59.83667084
 61.16226398 62.48785711 63.81345025 65.13904338 66.46463652 67.79022965
 69.11582279 70.44141593 71.76700906 73.0926022  74.41819533 75.74378847
 77.0693816  78.39497474 79.72056788 81.04616101 82.37175415 83.69734728
 85.02294042]","[-2.56101618 -1.13444386  0.28776999  1.70564532  3.11920196  4.5284596
  5.93343783  7.33415611  8.73063378 10.12289008 11.51094411 12.89481487
 14.27452125 15.65008201 17.02151582 18.38884121 19.75207661 21.11124037
 22.46635067 23.81742564 25.16448328 26.50754146 27.84661798 29.18173052
 30.51289666 31.84013386 33.16345949 34.48289083 35.79844502 37.11013915
 38.41799018 39.72201496 41.02223027 42.31865277 43.61129904 44.90018555
 46.18532868 47.46674471 48.74444984 50.01846016 51.28879168 52.5554603
 53.81848185 55.07787206 56.33364656 57.5858209  58.83441054 60.07943086
 61.32089713 62.55882455 63.79322824 65.02412321 66.25152441 67.47544669
 68.69590482 69.91291349 71.12648729 72.33664076 73.54338833 74.74674435
 75.94672311 77.14333881 78.33660555 79.52653739 80.71314828 81.89645211
 83.07646268]","[ 5.29795718  5.55326317  5.84485001  6.1727177   6.53686625  6.93729564
  7.37400589  7.84699698  8.35626893  8.90182172  9.48365537 10.10176986
 10.75616521 11.44684141 12.17379845 12.93703635 13.7365551  14.5723547
 15.44443514 16.35279644 17.29743859 18.27836159 19.29556544 20.34905014
 21.43881569 22.56486209 23.72718934 24.92579744 26.16068639 27.43185619
 28.73930684 30.08303834 31.46305069 32.8793439  34.33191795 35.82077285
 37.3459086  38.90732521 40.50502266 42.13900097 43.80926012 45.51580012
 47.25862098 49.03772268 50.85310524 52.70476865 54.5927129  56.51693801
 58.47744396 60.47423077 62.50729843 64.57664694 66.68227629 68.8241865
 71.00237756 73.21684947 75.46760223 77.75463584 80.07795029 82.4375456
 84.83342176 87.26557877 89.73401664 92.23873535 94.77973491 97.35701532
 99.97057658]","[37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681 37.30158681
 37.30158681]",para,"[30.0, 60.0]","[44.600000000000044, 46.40000000000007]","[30.083038342269447, 60.47423077063968]"
sse,3151.5940998883743,3335.64241434585,2330.613220833532,14763.164525069227,para,"[30.0, 60.0]","[44.600000000000044, 46.40000000000007]","[30.083038342269447, 60.47423077063968]"
params,[-552.58735785   13.25593136    1.        ],[ 9.29877882e+02 -6.08530040e+04  2.37621894e+01],[ 3.03110897e+03 -1.48193873e+02  1.81404251e+00],[ 37.30158681  -7.58473922 -29.96876965],para,"[30.0, 60.0]","[44.600000000000044, 46.40000000000007]","[30.083038342269447, 60.47423077063968]"
stim_val,"[43.900000000000034, 46.20000000000007]","[43.900000000000034, 46.20000000000007]","[44.600000000000044, 46.40000000000007]","[41.5, 41.5]",para,"[30.0, 60.0]","[44.600000000000044, 46.40000000000007]","[30.083038342269447, 60.47423077063968]"
fitted_val,"[29.34802871955469, 59.83667084064825]","[30.51289665905665, 60.0794308552222]","[30.083038342269447, 60.47423077063968]","[37.30158681486303, 37.30158681486303]",para,"[30.0, 60.0]","[44.600000000000044, 46.40000000000007]","[30.083038342269447, 60.47423077063968]"
