trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,165.9322422000114,,0.01385160000063479,165.91974139999365,165.9201568000135,170.91574779999792,170.9157542999892,170.93224590001046,178.9323788000038,178.9323788000038,181.13232000000426,181.93234629998915,181.93234629998915,181.9158893999993,3.8,5.0,380,500,8,3,1.2,0.75,468,0,476,0.8,1,m,2.078089999995427,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
1,0,1,0,181.93234629998915,,,,181.9170332000067,186.91597259999253,186.91598409999278,186.93238069998915,194.93250960001023,194.93250960001023,197.13253510001232,197.93254090001574,197.93254090001574,197.91605070000514,4.68,4.12,468,412,8,3,1.2,0.75,468,1,472,0.4,1,m,0.7181063999887556,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
2,0,2,0,197.93254090001574,,,,197.91697690001456,202.91619499999797,202.91620159999002,202.93256809999002,210.9160094000108,210.9160094000108,213.13269830000354,213.91605120000895,213.91605120000895,213.89955200001714,4.35,4.45,434,445,8,3,1.2,0.75,468,2,471,0.3,1,m,0.914589199994225,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
3,0,3,0,213.91605120000895,,,,213.9004540000169,218.8995877999987,218.89959499999532,218.91614250000566,226.89954230000149,226.89954230000149,229.11619609998888,229.89954420001595,229.89954420001595,229.8830569999991,3.7,5.1,370,509,8,3,1.2,0.75,468,3,471,0.3,1,m,1.0630340999923646,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
4,0,4,0,229.89954420001595,,,,229.88399570001638,234.88311630001408,234.8831230000069,234.89959559999988,242.88292510001338,242.88292510001338,245.09961189999012,245.88299459998962,245.88299459998962,245.8664884000027,4.09,4.71,409,471,8,3,1.2,0.75,468,0,471,0.3,0,n,0.603533299989067,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
5,0,5,0,245.88299459998962,,,,245.86745290001272,250.86658989998978,250.8665968000132,250.88306079999893,258.86654799999087,258.86654799999087,261.0832406000118,261.8665464000078,261.8665464000078,261.85005529999034,3.59,5.21,359,521,8,3,1.2,0.75,468,1,474,0.6,1,m,0.7030283999920357,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
6,0,6,0,261.8665464000078,,,,261.85096859998885,266.850096500013,266.85010780001176,266.866598099994,274.850053400005,274.850053400005,277.0667467000021,277.85009250001167,277.85009250001167,277.8336013999942,4.01,4.79,401,479,8,3,1.2,0.75,468,2,474,0.6,0,n,0.5245204000093509,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
7,0,7,0,277.85009250001167,,,,277.834534900001,282.8336842000135,282.8336905000033,282.85010470001725,290.8335630999936,290.8335630999936,293.0502081000013,293.83359670001664,293.83359670001664,293.81706040000427,3.79,5.01,379,501,8,3,1.2,0.75,468,3,477,0.8999999999999999,1,m,0.34370269998908043,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
8,0,8,0,293.83359670001664,,,,293.8179909000173,298.8171699999948,298.8171767000167,298.8336491000082,306.8170650000102,306.8170650000102,309.03377090001595,309.8171042999893,309.8171042999893,309.8006146000116,3.43,5.37,343,537,8,3,1.2,0.75,468,0,477,0.8999999999999999,1,m,0.4017200999951456,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
9,0,9,0,309.8171042999893,,,,309.80157330000657,314.8006105000095,314.8006170000008,314.8171463999897,322.8005758000072,322.8005758000072,325.0172697000089,325.8006066000089,325.8006066000089,325.7841230999911,4.16,4.64,416,463,8,3,1.2,0.75,468,1,475,0.7,1,m,0.5980407999886665,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
10,0,10,0,325.8006066000089,,,,325.78507099999115,330.7841413000133,330.78414790000534,330.8006599000073,338.7841507999983,338.7841507999983,341.0007676999958,341.7841801000177,341.7841801000177,341.7676412000146,3.4,5.4,340,540,8,3,1.2,0.75,468,2,475,0.7,1,m,1.0779801000026055,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
11,0,11,0,341.7841801000177,,,,341.7685518999933,346.7677304999961,346.7677395000064,346.7841655999946,354.7676169000042,354.7676169000042,356.98416089999955,357.76750660000835,357.76750660000835,357.75102110000444,4.01,4.79,401,479,8,3,1.2,0.75,468,3,473,0.49999999999999994,0,n,0.43073870000080206,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
12,0,12,0,357.76750660000835,,,,357.7519878000021,362.75107980001485,362.75108600000385,362.7675906000077,370.75097600001027,370.75097600001027,372.96772970000166,373.7510892999999,373.7510892999999,373.73452289999113,4.75,4.05,475,405,8,3,1.2,0.75,468,0,474,0.6,0,n,0.7231611000024714,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
13,0,13,0,373.7510892999999,,,,373.7354422000062,378.73455520000425,378.73456189999706,378.7510647000163,386.7344773999939,386.7344773999939,388.9512995000114,389.7345161999983,389.7345161999983,389.7180253000115,4.75,4.05,475,405,8,3,1.2,0.75,468,1,475,0.7,0,n,0.7308177999802865,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
14,0,14,0,389.7345161999983,,,,389.718935700017,394.7181106999924,394.7181177000166,394.734571900015,402.71810820000246,402.71810820000246,404.93478840001626,405.71814760001143,405.71814760001143,405.70165269999416,4.63,4.17,463,417,8,3,1.2,0.75,468,2,476,0.7999999999999999,0,n,0.644948100001784,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
15,0,15,0,405.71814760001143,,,,405.7026146000135,410.70167320000473,410.7016794999945,410.71815739999874,418.7015725999954,418.7015725999954,420.91827180000837,421.7016119000036,421.7016119000036,421.68508389999624,4.44,4.36,444,436,8,3,1.2,0.75,468,3,477,0.8999999999999999,1,m,0.4203085000044666,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
16,0,16,0,421.7016119000036,,,,421.686017,426.6851510000124,426.68515740000294,426.7016105999937,434.68508339999244,434.68508339999244,436.9017797000124,437.68511550000403,437.68511550000403,437.668663199991,3.87,4.93,387,493,8,3,1.2,0.75,468,0,477,0.8999999999999999,1,m,0.47711820001131855,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
17,0,17,0,437.68511550000403,,,,437.6695953000162,442.6686641999986,442.66867050001747,442.68516019999515,450.66858180001145,450.66858180001145,452.8852942000085,453.66863279999234,453.66863279999234,453.6520889000094,4.49,4.31,449,430,8,3,1.2,0.75,468,1,476,0.7999999999999999,1,m,1.3328639999963343,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
18,0,18,0,453.66863279999234,,,,453.65303620000486,458.6522193000128,458.65222590000485,458.66863800000283,466.6521020999935,466.6521020999935,468.8687722000177,469.6520789999922,469.6520789999922,469.6355440999905,4.12,4.68,412,468,8,3,1.2,0.75,468,2,476,0.7999999999999999,1,m,0.3573624999844469,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
19,0,19,0,469.6520789999922,,,,469.6364743000013,474.63556339999195,474.63556940000854,474.6521142999991,482.63560270000016,482.63560270000016,484.85234189999755,485.6356820999936,485.6356820999936,485.61918209999567,4.43,4.37,443,437,8,3,1.2,0.75,468,3,475,0.7,0,n,1.2579187999945134,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
20,0,20,0,485.6356820999936,,,,485.6201621000073,490.61921010000515,490.6192169999995,490.6357423000154,498.61919560001115,498.61919560001115,500.8358353000076,501.61919090000447,501.61919090000447,501.6027037000167,4.45,4.35,445,434,8,3,1.2,0.75,468,0,476,0.7999999999999999,1,m,0.7025102000043262,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
21,0,21,0,501.61919090000447,,,,501.60361799999373,506.6027291000064,506.6027355999977,506.61924319999525,514.6025509000174,514.6025509000174,516.8193593999895,517.6026581999904,517.6026581999904,517.586211100017,4.0,4.8,400,480,8,3,1.2,0.75,468,1,476,0.7999999999999999,1,m,0.33931049998500384,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
22,0,22,0,517.6026581999904,,,,517.5871667999891,522.586249200016,522.5862562000111,522.6027609000157,530.5862229999912,530.5862229999912,532.8028666000173,533.5862089000002,533.5862089000002,533.569724800007,4.4,4.4,440,440,8,3,1.2,0.75,468,2,475,0.7,1,m,0.3477287999994587,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
23,0,23,0,533.5862089000002,,,,533.5706626000174,538.5697666000051,538.569774100004,538.586249200016,546.5697283000045,546.5697283000045,548.7862986999971,549.5697203000018,549.5697203000018,549.5532320000057,4.67,4.13,467,413,8,3,1.2,0.75,468,3,475,0.7,1,m,0.7324625999899581,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
24,0,24,0,549.5697203000018,,,,549.554155299993,554.553270000004,554.5532762999937,554.5697495999921,562.553182100004,562.553182100004,564.7698814999894,565.5532177000132,565.5532177000132,565.5367229999974,4.19,4.61,419,461,8,3,1.2,0.75,468,0,474,0.6,1,m,0.556507800007239,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
25,0,25,0,565.5532177000132,,,,565.5376584999904,570.5367158000008,570.5367218999891,570.5533223999955,578.5365887999942,578.5365887999942,580.7533791000023,581.5366884999967,581.5366884999967,581.5201723999926,4.42,4.38,442,438,8,3,1.2,0.75,468,1,474,0.6,0,n,0.6090083999733906,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
26,0,26,0,581.5366884999967,,,,581.5211551999964,586.5202766000002,586.5202827999892,586.5367503000016,594.5202431000071,594.5202431000071,596.7369212000049,597.5202660000068,597.5202660000068,597.5037445999915,4.19,4.61,419,461,8,3,1.2,0.75,468,2,475,0.7,1,m,1.0456918000127189,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
27,0,27,0,597.5202660000068,,,,597.5046531000116,602.5037555000163,602.5037621000083,602.5202961000032,610.5037097000168,610.5037097000168,612.7204041999939,613.5037483999913,613.5037483999913,613.4872759999998,3.5,5.3,350,530,8,3,1.2,0.75,468,3,475,0.7,0,n,0.7219503999804147,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
28,0,28,0,613.5037483999913,,,,613.4882453000173,618.4874310000159,618.4874368000019,618.5038055999903,626.487218299997,626.487218299997,628.7039271999965,629.4872691000055,629.4872691000055,629.4707767000073,4.34,4.46,434,446,8,3,1.2,0.75,468,0,476,0.7999999999999999,1,m,0.45142159998067655,None,,,,,,,,sub-048,COM3,46.8,2024-07-25_09h32.31.206,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99196107536744,2024-07-25 09h32.51.712996 -0400,
