,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-0.54025714  0.8561123   2.25248173  3.64885116  5.04522059  6.44159002
  7.83795946  9.23432889 10.63069832 12.02706775 13.42343718 14.81980662
 16.21617605 17.61254548 19.00891491 20.40528434 21.80165378 23.19802321
 24.59439264 25.99076207 27.38713151 28.78350094 30.17987037 31.5762398
 32.97260923 34.36897867 35.7653481  37.16171753 38.55808696 39.95445639
 41.35082583 42.74719526 44.14356469 45.53993412 46.93630355 48.33267299
 49.72904242 51.12541185 52.52178128 53.91815071 55.31452015 56.71088958
 58.10725901 59.50362844 60.89999787 62.29636731 63.69273674 65.08910617
 66.4854756  67.88184503 69.27821447 70.6745839  72.07095333 73.46732276
 74.8636922  76.26006163 77.65643106 79.05280049 80.44916992 81.84553936
 83.24190879 84.63827822 86.03464765 87.43101708 88.82738652 90.22375595
 91.62012538]","[-1.36945245  0.17303221  1.70988338  3.24113185  4.76680823  6.28694285
  7.80156587  9.31070721 10.81439656 12.31266343 13.80553708 15.29304659
 16.77522082 18.25208841 19.72367783 21.1900173  22.65113489 24.10705842
 25.55781555 27.00343373 28.44394022 29.87936208 31.30972618 32.73505921
 34.15538767 35.57073786 36.98113592 38.3866078  39.78717924 41.18287585
 42.57372302 43.95974598 45.3409698  46.71741936 48.08911936 49.45609435
 50.8183687  52.17596661 53.52891212 54.87722912 56.22094129 57.56007221
 58.89464525 60.22468365 61.55021048 62.87124866 64.18782094 65.49994994
 66.80765811 68.11096776 69.40990103 70.70447994 71.99472635 73.28066196
 74.56230835 75.83968694 77.11281901 78.3817257  79.64642802 80.90694682
 82.16330282 83.41551663 84.66360867 85.90759929 87.14750864 88.3833568
 89.61516368]","[ 1.16879346  2.32957076  3.49833422  4.67508384  5.85981962  7.05254157
  8.25324967  9.46194394 10.67862436 11.90329095 13.1359437  14.37658261
 15.62520768 16.88181891 18.1464163  19.41899985 20.69956957 21.98812544
 23.28466748 24.58919568 25.90171004 27.22221056 28.55069724 29.88717008
 31.23162908 32.58407425 33.94450557 35.31292306 36.68932671 38.07371651
 39.46609248 40.86645461 42.27480291 43.69113736 45.11545797 46.54776475
 47.98805768 49.43633678 50.89260204 52.35685346 53.82909104 55.30931478
 56.79752468 58.29372074 59.79790297 61.31007135 62.8302259  64.3583666
 65.89449347 67.4386065  68.99070569 70.55079104 72.11886256 73.69492023
 75.27896406 76.87099406 78.47101022 80.07901254 81.69500101 83.31897565
 84.95093645 86.59088342 88.23881654 89.89473582 91.55864127 93.23053288
 94.91041064]","[41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941 41.35082941
 41.35082941]",para,"[30.0, 60.0]","[44.80000000000003, 46.90000000000006]","[29.887170080760598, 59.79790296580268]"
sse,1914.9568542481193,1978.4573614373962,1874.882851134852,14799.554418463389,para,"[30.0, 60.0]","[44.80000000000003, 46.90000000000006]","[29.887170080760598, 59.79790296580268]"
params,[-593.99726576   13.96369432    1.        ],[ 8.41771439e+02 -4.60027934e+04  1.20612174e+01],[230.78567081 -22.37334229   0.39930805],[ 41.35082941  -4.14678257 -16.83645904],para,"[30.0, 60.0]","[44.80000000000003, 46.90000000000006]","[29.887170080760598, 59.79790296580268]"
stim_val,"[44.70000000000003, 46.80000000000006]","[44.60000000000003, 46.80000000000006]","[44.80000000000003, 46.90000000000006]","[42.5, 42.5]",para,"[30.0, 60.0]","[44.80000000000003, 46.90000000000006]","[29.887170080760598, 59.79790296580268]"
fitted_val,"[30.179870369402693, 59.503628442642594]","[29.87936207829921, 60.224683654757314]","[29.887170080760598, 59.79790296580268]","[41.350829408473885, 41.350829408473885]",para,"[30.0, 60.0]","[44.80000000000003, 46.90000000000006]","[29.887170080760598, 59.79790296580268]"
