,neutral,z1,z2,z3,z4,z5
0,37.8,37.6,37.6,37.6,37.6,37.7
1,37.8,37.6,37.6,37.6,37.6,37.7
2,37.8,37.8,37.8,37.8,37.8,37.9
3,37.8,38.8,38.7,38.7,38.7,39.0
4,37.7,40.3,40.2,40.3,40.3,40.6
5,37.7,41.7,41.7,41.7,41.7,42.0
6,37.6,43.0,42.9,42.9,43.0,43.3
7,37.6,44.4,44.3,44.3,44.4,44.8
8,37.5,45.8,45.6,45.7,45.8,46.2
9,37.5,46.6,46.5,46.5,46.6,47.0
10,37.5,46.6,46.6,46.6,46.6,46.9
11,37.5,46.5,46.4,46.5,46.5,46.8
12,37.5,46.6,46.5,46.5,46.6,46.9
13,37.5,46.6,46.6,46.6,46.6,46.9
14,37.5,46.6,46.5,46.5,46.6,46.8
15,37.5,46.6,46.6,46.6,46.6,46.9
16,37.5,46.6,46.6,46.6,46.6,46.9
17,37.5,46.6,46.6,46.6,46.6,46.8
18,37.5,46.6,46.6,46.6,46.6,46.9
19,37.5,46.7,46.6,46.6,46.7,46.9
20,37.5,46.7,46.6,46.6,46.7,46.9
21,37.5,46.7,46.6,46.6,46.7,46.8
22,37.5,46.7,46.6,46.6,46.7,46.9
23,37.5,46.7,46.7,46.6,46.7,46.9
24,37.5,46.7,46.7,46.6,46.7,46.8
25,37.6,46.7,46.7,46.6,46.7,46.8
26,37.6,46.7,46.7,46.7,46.7,46.8
27,37.6,46.7,46.7,46.7,46.7,46.8
28,37.6,46.7,46.7,46.7,46.7,46.8
29,37.6,46.7,46.7,46.7,46.7,46.8
30,37.6,46.7,46.7,46.7,46.7,46.8
31,37.6,46.7,46.7,46.7,46.7,46.8
32,37.6,46.7,46.7,46.7,46.7,46.8
33,37.6,46.7,46.7,46.7,46.7,46.8
34,37.6,46.7,46.7,46.7,46.7,46.8
35,37.6,46.7,46.7,46.7,46.7,46.8
36,37.6,46.7,46.7,46.7,46.7,46.8
37,37.6,46.7,46.7,46.7,46.7,46.8
38,37.7,46.7,46.7,46.7,46.7,46.8
39,37.7,46.7,46.7,46.7,46.7,46.8
40,37.7,46.8,46.7,46.7,46.8,46.9
41,37.7,47.0,47.0,47.0,47.0,47.1
42,37.7,47.6,47.5,47.6,47.6,47.8
43,37.6,47.9,47.8,47.9,47.9,48.1
44,37.6,47.7,47.7,47.7,47.7,47.8
45,37.6,47.7,47.7,47.7,47.7,47.8
46,37.6,47.8,47.7,47.8,47.8,48.0
47,37.6,47.8,47.7,47.7,47.8,47.8
48,37.6,47.7,47.7,47.7,47.7,47.8
49,37.6,47.8,47.7,47.8,47.8,47.9
50,37.6,47.8,47.7,47.8,47.8,47.9
51,37.6,47.5,47.5,47.5,47.5,47.5
52,37.7,46.8,46.9,46.8,46.8,46.9
53,37.7,46.6,46.6,46.6,46.6,46.7
54,37.7,46.8,46.8,46.8,46.8,46.9
55,37.7,46.8,46.8,46.8,46.8,46.9
56,37.7,46.8,46.8,46.8,46.7,46.8
57,37.7,46.8,46.8,46.8,46.8,46.9
58,37.7,46.8,46.8,46.8,46.8,46.9
59,37.7,46.8,46.8,46.8,46.8,46.8
60,37.7,46.8,46.8,46.8,46.8,46.8
61,37.7,46.8,46.8,46.8,46.8,46.9
62,37.7,46.8,46.8,46.8,46.8,46.8
63,37.7,46.8,46.8,46.8,46.8,46.8
64,37.7,46.8,46.8,46.8,46.8,46.9
65,37.7,46.8,46.8,46.8,46.8,46.8
66,37.7,46.8,46.8,46.8,46.8,46.8
67,37.7,46.8,46.8,46.8,46.8,46.9
68,37.7,46.8,46.8,46.8,46.8,46.9
69,37.7,46.8,46.8,46.8,46.8,46.8
70,37.7,46.8,46.8,46.8,46.8,46.9
71,37.7,46.8,46.8,46.8,46.8,46.8
72,37.7,46.8,46.8,46.8,46.8,46.8
73,37.7,46.8,46.8,46.8,46.8,46.8
74,37.7,46.8,46.8,46.8,46.8,46.8
75,37.7,46.8,46.8,46.8,46.8,46.8
76,37.7,46.8,46.8,46.8,46.8,46.8
77,37.7,46.8,46.8,46.8,46.8,46.8
78,37.7,46.8,46.8,46.8,46.8,46.8
79,37.7,46.8,46.8,46.8,46.8,46.8
80,37.7,46.8,46.8,46.8,46.8,46.8
81,37.7,46.8,46.8,46.8,46.8,46.8
82,37.7,46.8,46.8,46.8,46.8,46.8
83,37.7,46.8,46.8,46.8,46.8,46.8
84,37.7,46.8,46.8,46.8,46.8,46.8
85,37.7,46.8,46.8,46.8,46.8,46.8
86,37.7,46.8,46.8,46.8,46.8,46.8
87,37.7,46.8,46.8,46.8,46.9,46.8
88,37.7,46.9,46.9,46.9,46.9,46.8
89,37.7,47.0,46.9,47.0,46.9,46.8
90,37.7,46.9,46.9,46.9,46.9,46.8
91,37.7,46.9,46.9,46.9,46.9,46.8
92,37.7,46.9,46.9,46.9,46.9,46.8
93,37.7,46.9,46.9,46.9,46.9,46.8
94,37.7,46.9,46.9,46.9,46.9,46.8
95,37.8,46.9,46.9,46.9,46.9,46.8
96,37.8,46.9,46.9,46.9,46.9,46.8
97,37.8,46.9,46.9,46.9,46.9,46.8
98,37.8,46.8,46.8,46.8,46.8,46.8
99,37.8,46.3,46.3,46.3,46.3,46.2
100,37.8,45.1,45.1,45.1,45.1,45.0
101,37.8,43.7,43.7,43.7,43.6,43.6
102,37.9,42.3,42.4,42.3,42.3,42.3
103,37.9,40.9,40.9,41.0,41.0,41.0
104,37.9,39.5,39.5,39.5,39.5,39.5
