,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-12.75377403 -11.30129236  -9.8488107   -8.39632903  -6.94384736
  -5.4913657   -4.03888403  -2.58640236  -1.1339207    0.31856097
   1.77104264   3.2235243    4.67600597   6.12848764   7.5809693
   9.03345097  10.48593263  11.9384143   13.39089597  14.84337763
  16.2958593   17.74834097  19.20082263  20.6533043   22.10578597
  23.55826763  25.0107493   26.46323097  27.91571263  29.3681943
  30.82067597  32.27315763  33.7256393   35.17812097  36.63060263
  38.0830843   39.53556597  40.98804763  42.4405293   43.89301097
  45.34549263  46.7979743   48.25045597  49.70293763  51.1554193
  52.60790097  54.06038263  55.5128643   56.96534596  58.41782763
  59.8703093   61.32279096  62.77527263  64.2277543   65.68023596
  67.13271763  68.5851993   70.03768096  71.49016263  72.9426443
  74.39512596  75.84760763  77.3000893   78.75257096  80.20505263
  81.6575343   83.11001596  84.56249763  86.0149793   87.46746096
  88.91994263  90.3724243 ]","[-13.5280554  -11.94207837 -10.36095587  -8.78466567  -7.21318564
  -5.64649379  -4.08456828  -2.52738739  -0.97492953   0.57282675
   2.11590279   3.65431977   5.18809876   6.71726072   8.24182644
   9.76181664  11.27725186  12.78815256  14.29453906  15.79643156
  17.29385014  18.78681476  20.27534526  21.75946137  23.2391827
  24.71452873  26.18551885  27.65217232  29.11450828  30.57254578
  32.02630374  33.47580096  34.92105617  36.36208794  37.79891477
  39.23155504  40.66002701  42.08434886  43.50453863  44.92061429
  46.33259369  47.74049458  49.14433459  50.54413128  51.93990209
  53.33166437  54.71943534  56.10323217  57.48307189  58.85897146
  60.23094773  61.59901746  62.9631973   64.32350382  65.6799535
  67.03256272  68.38134776  69.72632482  71.06751     72.40491932
  73.73856869  75.06847396  76.39465086  77.71711505  79.03588211
  80.35096751  81.66238665  82.97015484  84.27428731  85.57479919
  86.87170555  88.16502135]","[  5.63576948   5.40317888   5.21943063   5.08452473   4.99846119
   4.96123999   4.97286114   5.03332464   5.14263048   5.30077868
   5.50776923   5.76360212   6.06827737   6.42179496   6.82415491
   7.2753572    7.77540184   8.32428883   8.92201817   9.56858986
  10.2640039   11.00826029  11.80135903  12.64330012  13.53408355
  14.47370934  15.46217747  16.49948796  17.58564079  18.72063597
  19.9044735   21.13715338  22.41867561  23.74904019  25.12824712
  26.5562964   28.03318803  29.558922    31.13349833  32.756917
  34.42917803  36.1502814   37.92022712  39.7390152   41.60664562
  43.52311839  45.48843351  47.50259098  49.56559079  51.67743296
  53.83811748  56.04764434  58.30601356  60.61322512  62.96927904
  65.3741753   67.82791391  70.33049487  72.88191818  75.48218384
  78.13129185  80.82924221  83.57603492  86.37166997  89.21614738
  92.10946713  95.05162924  98.04263369 101.08248049 104.17116965
 107.30870115 110.495075  ]","[38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611
 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611 38.08308611]",para,"[30.0, 60.0]","[45.70000000000005, 47.300000000000075]","[29.558922003722728, 60.613225122019685]"
sse,4249.851315721587,4517.008981212641,2762.9276189804687,18190.653447968325,para,"[30.0, 60.0]","[45.70000000000005, 47.300000000000075]","[29.558922003722728, 60.613225122019685]"
params,[-622.79607399   14.52481667    1.        ],[ 1.02116161e+03 -6.73995701e+04  2.31398893e+01],[ 4.42147592e+03 -2.07707985e+02  2.44211746e+00],[ 38.08308611  -7.91616277 -31.25591681],para,"[30.0, 60.0]","[45.70000000000005, 47.300000000000075]","[29.558922003722728, 60.613225122019685]"
stim_val,"[44.90000000000004, 47.00000000000007]","[44.90000000000004, 47.00000000000007]","[45.70000000000005, 47.300000000000075]","[42.0, 42.0]",para,"[30.0, 60.0]","[45.70000000000005, 47.300000000000075]","[29.558922003722728, 60.613225122019685]"
fitted_val,"[29.368194300060054, 59.870309297836]","[30.57254578031052, 60.23094773215087]","[29.558922003722728, 60.613225122019685]","[38.0830861057884, 38.0830861057884]",para,"[30.0, 60.0]","[45.70000000000005, 47.300000000000075]","[29.558922003722728, 60.613225122019685]"
