trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,70.55940349993762,,0.008657099911943078,70.54306039994117,70.54343129997142,75.54298039991409,75.54298719996586,75.55950989993289,83.54291800002102,83.54291800002102,85.75961880001705,86.5429720999673,86.5429720999673,86.52646849991288,3.39,5.41,339,541,8,3,1.2,0.75,478,0,486,0.8,1,m,1.245982600026764,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
1,0,1,0,86.5429720999673,,,,86.52766659995541,91.52650399995036,91.52651029999834,91.54297929990571,99.5431002000114,99.5431002000114,101.7431188999908,102.54313599993475,102.54313599993475,102.52665609994438,3.35,5.45,335,545,8,3,1.2,0.75,478,1,482,0.4,0,n,2.4097422000486404,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
2,0,2,0,102.54313599993475,,,,102.52765489998274,107.52676709997468,107.52677449991461,107.54319330002181,115.52665489993524,115.52665489993524,117.74329489993397,118.52663909993134,118.52663909993134,118.51015819993336,3.36,5.44,336,544,8,3,1.2,0.75,478,2,485,0.7,1,m,1.714877999969758,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
3,0,3,0,118.52663909993134,,,,118.51110749994405,123.5101919999579,123.5101990000112,123.52669550001156,131.51025309995748,131.51025309995748,133.72694730001967,134.51028529996984,134.51028529996984,134.49383319995832,3.55,5.25,355,525,8,3,1.2,0.75,478,3,485,0.7,1,m,1.0185099999653175,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
4,0,4,0,134.51028529996984,,,,134.4948045000201,139.4938031999627,139.4938100000145,139.51034209993668,147.4937716999557,147.4937716999557,149.71041579998564,150.4937955000205,150.4937955000205,150.47730829997454,4.28,4.52,428,451,8,3,1.2,0.75,478,0,483,0.49999999999999994,1,m,1.6876703000161797,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
5,0,5,0,150.4937955000205,,,,150.47827899991535,155.47731039999053,155.47731709992513,155.4938550000079,163.47728859994095,163.47728859994095,165.69396880001295,166.47727099992335,166.47727099992335,166.46082939999178,4.71,4.09,471,409,8,3,1.2,0.75,478,1,483,0.49999999999999994,0,n,1.1329387000296265,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
6,0,6,0,166.47727099992335,,,,166.4617692999309,171.46479260001797,171.46479889994953,171.47733299992979,179.46079479996115,179.46079479996115,181.677483699983,182.4608354999218,182.4608354999218,182.4443445999641,3.26,5.54,326,554,8,3,1.2,0.75,478,2,484,0.6,0,n,1.473154200008139,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
7,0,7,0,182.4608354999218,,,,182.4452583999373,187.44434489996638,187.44435140001588,187.46081520000007,195.4443072999129,195.4443072999129,197.6610062000109,198.44434879999608,198.44434879999608,198.42784369993024,3.74,5.06,374,505,8,3,1.2,0.75,478,3,485,0.7,1,m,0.921485299943015,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
8,0,8,0,198.44434879999608,,,,198.4287679999834,203.42788889992516,203.42789509997237,203.4443911999697,211.42783079994842,211.42783079994842,213.64452390000224,214.42786029994022,214.42786029994022,214.41137310001068,3.8,5.0,380,500,8,3,1.2,0.75,478,0,485,0.7,1,m,0.9296173999318853,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
9,0,9,0,214.42786029994022,,,,214.41231649997644,219.41141369997058,219.41142069990747,219.427942099981,227.41133769997396,227.41133769997396,229.6280410999898,230.4113878000062,230.4113878000062,230.39489409991074,3.37,5.43,337,543,8,3,1.2,0.75,478,1,484,0.6,1,m,2.537663200055249,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
10,0,10,0,230.4113878000062,,,,230.3958072999958,235.39496269996744,235.39496989990585,235.41143809992354,243.39481550001074,243.39481550001074,245.61154149996582,246.39489210001193,246.39489210001193,246.37842439999804,4.36,4.44,436,444,8,3,1.2,0.75,478,2,484,0.6,1,m,0.7593165000434965,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
11,0,11,0,246.39489210001193,,,,246.3793703999836,251.37844479992054,251.37845099996775,251.3948769000126,259.3783682999201,259.3783682999201,261.5950277999509,262.3783640000038,262.3783640000038,262.36184229992796,3.98,4.82,398,482,8,3,1.2,0.75,478,3,483,0.5,1,m,2.747880500042811,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
12,0,12,0,262.3783640000038,,,,262.36281049996614,267.36205060000066,267.36205709993374,267.37839620001614,275.36182729993016,275.36182729993016,277.5784929000074,278.3619302000152,278.3619302000152,278.34551359992474,3.64,5.16,364,516,8,3,1.2,0.75,478,0,483,0.5,1,m,0.9716934999451041,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
13,0,13,0,278.3619302000152,,,,278.34645820001606,283.3454805999063,283.345486599952,283.3619616999058,291.34540979994927,291.34540979994927,293.5620623999275,294.3453920999309,294.3453920999309,294.3289440999506,3.82,4.98,382,498,8,3,1.2,0.75,478,1,482,0.4,0,n,1.543941400013864,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
14,0,14,0,294.3453920999309,,,,294.3298602999421,299.3289961999981,299.32900269993115,299.3455049999757,307.3288908000104,307.3288908000104,309.54561589995865,310.3289543999126,310.3289543999126,310.3124748999253,3.64,5.16,364,516,8,3,1.2,0.75,478,2,483,0.5,0,n,1.1769067000132054,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
15,0,15,0,310.3289543999126,,,,310.3134421999566,315.3125042999163,315.3125103999628,315.32901619991753,323.31242869992275,323.31242869992275,325.5291371999774,326.3124901999254,326.3124901999254,326.2959968999494,3.73,5.07,373,507,8,3,1.2,0.75,478,3,484,0.6,1,m,1.9379429999971762,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
16,0,16,0,326.3124901999254,,,,326.2969114999287,331.2960374999093,331.29604379995726,331.3124963999726,339.2959329999285,339.2959329999285,341.5125677000033,342.2959147999063,342.2959147999063,342.27943029999733,4.65,4.15,465,415,8,3,1.2,0.75,478,0,484,0.6,1,m,0.9611109000397846,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
17,0,17,0,342.2959147999063,,,,342.2803464999888,347.27949959994294,347.27950609999243,347.29596979997586,355.2793596999254,355.2793596999254,357.49608249997254,358.27942319994327,358.27942319994327,358.26290949992836,4.52,4.28,451,428,8,3,1.2,0.75,478,1,483,0.5,1,m,0.7857634000247344,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
18,0,18,0,358.27942319994327,,,,358.2638380000135,363.2629452999681,363.26295170001686,363.2794515999267,371.26283529994544,371.26283529994544,373.479571999982,374.26291629998013,374.26291629998013,374.2465218999423,4.01,4.79,401,479,8,3,1.2,0.75,478,2,483,0.5,1,m,2.7222722999285907,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
19,0,19,0,374.26291629998013,,,,374.24746789992787,379.2464623999549,379.24646900000516,379.2629792999942,387.2464471999556,387.2464471999556,389.4630540999351,390.2464323999593,390.2464323999593,390.2299778999295,4.69,4.11,469,411,8,3,1.2,0.75,478,3,482,0.4,1,m,1.414577699964866,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
20,0,20,0,390.2464323999593,,,,390.23095120000653,395.22996879997663,395.229975599912,395.24648889992386,403.22994079999626,403.22994079999626,405.44664609991014,406.22994929994456,406.22994929994456,406.21346739993896,4.33,4.47,433,447,8,3,1.2,0.75,478,0,482,0.4,1,m,0.762962199980393,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
21,0,21,0,406.22994929994456,,,,406.2143903999822,411.2135314999614,411.21353780000936,411.23001399997156,419.21344229998067,419.21344229998067,421.430126799969,422.21346899995115,422.21346899995115,422.19698859995697,3.56,5.24,356,524,8,3,1.2,0.75,478,1,481,0.30000000000000004,1,m,1.9520901000360027,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
22,0,22,0,422.21346899995115,,,,422.1979079999728,427.1970340999542,427.1970403000014,427.213525799918,435.1969517999096,435.1969517999096,437.4136482999893,438.196991099976,438.196991099976,438.1805052999407,4.63,4.17,463,417,8,3,1.2,0.75,478,2,481,0.30000000000000004,1,m,1.0199274000478908,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
23,0,23,0,438.196991099976,,,,438.1814526999369,443.1805331999203,443.1805394999683,443.1970495999558,451.1804646999808,451.1804646999808,453.39716369996313,454.18051299999934,454.18051299999934,454.1640213999199,3.68,5.12,368,512,8,3,1.2,0.75,478,3,481,0.3,1,m,0.8882994001032785,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
24,0,24,0,454.18051299999934,,,,454.16494119993877,459.16408559994306,459.1640916999895,459.18056599993724,467.16398269997444,467.16398269997444,469.3806865999941,470.1640244999435,470.1640244999435,470.14757759997156,3.46,5.34,346,534,8,3,1.2,0.75,478,0,481,0.3,1,m,1.2287571000633761,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
25,0,25,0,470.1640244999435,,,,470.14853269991,475.1476079999702,475.1476145000197,475.1641234999988,483.1475429999409,483.1475429999409,485.3643104999792,486.14754469995387,486.14754469995387,486.1310563000152,4.36,4.44,436,444,8,3,1.2,0.75,478,1,481,0.3,1,m,0.6296499000163749,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
26,0,26,0,486.14754469995387,,,,486.13202299992554,491.1310879999073,491.13109419995453,491.1476015999215,499.13102169998456,499.13102169998456,501.3477149999235,502.1310973999789,502.1310973999789,502.11455269996077,3.87,4.93,387,493,8,3,1.2,0.75,478,2,481,0.3,None,None,,,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
27,0,27,0,502.1310973999789,,,,502.11546919995453,507.1146123999497,507.1146232999163,507.13116969994735,515.1145808999427,515.1145808999427,517.331271699979,518.1146196000045,518.1146196000045,518.0981351999799,4.28,4.52,428,451,8,3,1.2,0.75,478,3,481,0.3,0,n,0.7867714000167325,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
28,0,28,0,518.1146196000045,,,,518.0990876000142,523.0981645999709,523.0981709000189,523.1146754999645,531.0981051999843,531.0981051999843,533.3147841999307,534.0981399000157,534.0981399000157,534.0816640999401,4.22,4.58,422,458,8,3,1.2,0.75,478,0,482,0.4,1,m,1.2673892000457272,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
29,0,29,0,534.0981399000157,,,,534.0826377000194,539.0816851999843,539.0816917999182,539.0981963999802,547.0816206999589,547.0816206999589,549.2983142000157,550.0816486999393,550.0816486999393,550.0651908,3.33,5.47,333,547,8,3,1.2,0.75,478,1,482,0.4,1,m,1.463549799984321,None,,,,,,,,sub-014,COM3,47.8,2024-02-05_12h37.12.243,2024_RDpaindiscrimination_QUEST,2023.2.3,59.999231990013016,2024-02-05 12h37.25.014803 -0500,
