,neutral,z1,z2,z3,z4,z5
0,37.8,37.6,37.6,37.6,37.6,37.7
1,37.8,37.6,37.6,37.6,37.6,37.7
2,37.8,37.8,37.8,37.8,37.8,37.9
3,37.7,38.8,38.7,38.7,38.8,39.0
4,37.7,40.4,40.2,40.3,40.3,40.6
5,37.7,41.7,41.6,41.7,41.7,42.0
6,37.6,43.0,42.9,42.9,43.0,43.3
7,37.6,44.4,44.2,44.3,44.4,44.8
8,37.5,45.8,45.6,45.6,45.7,46.1
9,37.5,46.5,46.4,46.4,46.5,46.9
10,37.5,46.5,46.5,46.5,46.5,46.8
11,37.5,46.4,46.3,46.4,46.4,46.7
12,37.5,46.5,46.4,46.4,46.5,46.8
13,37.5,46.5,46.5,46.5,46.5,46.8
14,37.5,46.5,46.4,46.4,46.5,46.7
15,37.5,46.5,46.5,46.5,46.5,46.8
16,37.5,46.6,46.5,46.5,46.5,46.8
17,37.5,46.5,46.5,46.5,46.5,46.7
18,37.5,46.6,46.5,46.5,46.5,46.8
19,37.5,46.6,46.5,46.5,46.6,46.8
20,37.5,46.6,46.5,46.5,46.6,46.7
21,37.5,46.6,46.5,46.5,46.6,46.7
22,37.5,46.6,46.5,46.6,46.6,46.8
23,37.5,46.6,46.5,46.6,46.6,46.8
24,37.6,46.6,46.6,46.6,46.6,46.7
25,37.6,46.6,46.6,46.6,46.6,46.7
26,37.6,46.6,46.6,46.6,46.6,46.7
27,37.6,46.6,46.6,46.6,46.6,46.7
28,37.6,46.6,46.6,46.6,46.6,46.7
29,37.6,46.6,46.6,46.6,46.6,46.7
30,37.6,46.6,46.6,46.6,46.6,46.7
31,37.6,46.6,46.6,46.6,46.6,46.7
32,37.6,46.6,46.6,46.6,46.6,46.7
33,37.6,46.6,46.6,46.6,46.6,46.7
34,37.6,46.6,46.6,46.6,46.6,46.7
35,37.6,46.6,46.6,46.6,46.6,46.7
36,37.6,46.6,46.6,46.6,46.6,46.7
37,37.7,46.6,46.6,46.6,46.6,46.7
38,37.7,46.6,46.6,46.6,46.6,46.7
39,37.7,46.6,46.6,46.6,46.6,46.7
40,37.7,46.6,46.6,46.6,46.6,46.7
41,37.7,46.6,46.6,46.6,46.6,46.7
42,37.7,46.6,46.6,46.6,46.6,46.7
43,37.7,46.6,46.6,46.6,46.7,46.7
44,37.7,46.6,46.6,46.6,46.7,46.7
45,37.7,46.6,46.6,46.6,46.7,46.7
46,37.7,46.7,46.7,46.7,46.7,46.8
47,37.7,47.2,47.1,47.2,47.2,47.3
48,37.7,47.7,47.7,47.7,47.7,47.9
49,37.6,47.7,47.7,47.7,47.7,47.9
50,37.6,47.6,47.6,47.6,47.6,47.7
51,37.6,47.7,47.6,47.6,47.7,47.8
52,37.6,47.7,47.7,47.7,47.7,47.8
53,37.6,47.6,47.6,47.6,47.6,47.7
54,37.6,47.7,47.6,47.6,47.7,47.8
55,37.6,47.7,47.7,47.7,47.7,47.8
56,37.6,47.6,47.5,47.6,47.6,47.6
57,37.7,47.0,47.1,47.0,47.1,47.1
58,37.7,46.5,46.5,46.6,46.6,46.6
59,37.7,46.6,46.6,46.6,46.6,46.7
60,37.7,46.7,46.7,46.7,46.7,46.8
61,37.7,46.6,46.7,46.7,46.7,46.7
62,37.7,46.6,46.6,46.7,46.7,46.7
63,37.7,46.7,46.7,46.7,46.7,46.8
64,37.7,46.7,46.7,46.7,46.7,46.7
65,37.7,46.7,46.7,46.7,46.7,46.7
66,37.7,46.7,46.7,46.7,46.7,46.8
67,37.7,46.7,46.7,46.7,46.7,46.7
68,37.7,46.7,46.7,46.7,46.7,46.7
69,37.7,46.7,46.7,46.7,46.7,46.7
70,37.7,46.7,46.7,46.7,46.7,46.8
71,37.7,46.7,46.7,46.7,46.7,46.7
72,37.7,46.7,46.7,46.7,46.7,46.7
73,37.7,46.7,46.7,46.7,46.7,46.7
74,37.7,46.7,46.7,46.7,46.7,46.7
75,37.7,46.7,46.7,46.7,46.7,46.7
76,37.7,46.7,46.7,46.7,46.7,46.8
77,37.7,46.7,46.7,46.7,46.7,46.7
78,37.7,46.7,46.7,46.7,46.7,46.7
79,37.7,46.7,46.7,46.7,46.7,46.8
80,37.7,46.7,46.7,46.7,46.7,46.8
81,37.7,46.7,46.7,46.7,46.7,46.8
82,37.7,46.7,46.7,46.7,46.7,46.8
83,37.7,46.7,46.7,46.7,46.7,46.8
84,37.7,46.7,46.7,46.7,46.7,46.8
85,37.7,46.7,46.7,46.7,46.7,46.8
86,37.7,46.7,46.7,46.7,46.7,46.8
87,37.7,46.7,46.7,46.7,46.7,46.8
88,37.7,46.7,46.7,46.7,46.7,46.8
89,37.7,46.7,46.7,46.7,46.7,46.8
90,37.7,46.7,46.7,46.7,46.7,46.8
91,37.7,46.6,46.6,46.6,46.6,46.6
92,37.7,44.1,44.4,44.3,44.2,44.1
93,37.9,38.7,39.2,38.9,38.7,38.5
94,38.0,36.3,36.4,36.3,36.3,36.4
95,38.1,38.3,38.0,38.2,38.3,38.4
96,38.1,38.3,38.5,38.4,38.3,38.2
97,38.2,37.1,37.3,37.1,37.1,37.1
98,38.2,37.7,37.5,37.7,37.7,37.8
99,38.2,38.4,38.3,38.4,38.4,38.4
100,38.1,37.8,38.1,37.9,37.8,37.8
101,38.1,37.5,37.5,37.5,37.5,37.5
102,38.1,37.9,37.6,37.8,37.8,37.9
103,38.1,38.3,38.0,38.2,38.3,38.3
104,38.0,38.2,38.2,38.3,38.3,38.3
