trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,thermode_locali.stopped,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,thermode_locali_EVA.stopped,tâche_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,percu_or.stopped,responser.stopped,thermode_locali_pic.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,109.60854779998772,,0.006120599980931729,99.84264009998878,99.84339599998202,104.75945069998852,104.75946589998784,109.59278409997933,109.593406400003,114.59251309998217,114.59252539998852,114.60866629998782,124.69222109997645,124.59324769998784,0,inactive,46.8,124.59326199998031,128.89443970000139,58.99999999999993,4.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,128.90901649999432,,,,,,,,128.89511240000138,133.89294339998742,133.89295519998996,133.92591869999887,,143.9094114000036,1,inactive,46.8,143.90942489998997,147.41237469998305,49.4999999999999,3.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,147.4261263999797,,,,,,,,147.41296839999268,152.41005619999487,152.41006759999436,152.426226999989,162.49313039999106,162.41082849999657,2,active,46.8,162.41084229998523,167.01309449999826,1.5000000000002007,4.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,167.04339429998072,,,,,,,,167.0148738999851,172.02677549998043,172.0267862000037,172.04347979999147,,182.02699819998816,3,active,46.8,182.0270125999814,185.762213399983,2.005340338229189e-13,3.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,185.77703229998588,,,,,,,,185.76280989998486,190.76096469999175,190.76097609999124,190.7771492000029,200.84406029997626,200.76170020000427,0,inactive,46.8,200.76171419999446,203.7465914999775,65.99999999999987,2.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,203.77749809998204,,,,,,,,203.74836259998847,208.7609782999789,208.7609885999991,208.7775621000037,,218.76120419998188,1,active,46.8,218.76121789999888,222.23071879998315,3.5000000000001292,3.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,222.26131909998367,,,,,,,,222.23249969998142,227.24474599998211,227.24475630000234,227.26145170000382,,237.24497569998493,2,inactive,46.8,237.24498909999966,240.363890299981,62.49999999999986,3.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,240.37832530000014,,,,,,,,240.3645150999946,245.36230759997852,245.3623187999765,245.37843169999542,255.44534340000246,255.36301279999316,3,inactive,46.8,255.36302729998715,258.41508360000444,54.49999999999996,2.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,258.4287555999763,,,,,,,,258.41570479999064,263.4126919999835,263.41270349998376,263.42885629998636,273.52909229998477,273.41442869999446,0,active,46.8,273.4144668999943,275.43207979999715,0.0,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,275.46264129999327,,,,,,,,275.43383629998425,280.4459905999829,280.4460010000039,280.4626087999786,,290.44622129999334,1,active,46.8,290.4462345999782,292.28088889998617,0.0,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,46.8,45.6,47.8,COM3,2024-01-25_09h39.48.355,2024_RDpaindiscrimination_maintask,2023.2.3,59.99188909419783,2024-01-25 09h40.23.378370 -0500,
