trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,149.61574439995456,,0.015014900011010468,149.59950279991608,149.59987549996004,154.599395899917,154.59940319997258,154.61576049996074,162.59929859999102,162.59929859999102,164.81598199997097,165.5993618000066,165.5993618000066,165.5828649000032,3.95,4.85,395,484,8,3,1.2,0.75,435,0,443,0.8,1,n,0.9723788000410423,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
1,0,1,0,165.5993618000066,,,,165.5840557999909,170.58289479999803,170.5829010999296,170.5994173999643,178.59952259995043,178.59952259995043,180.79952399991453,181.59948560001794,181.59948560001794,181.5830033000093,3.37,5.43,337,543,8,3,1.2,0.75,435,1,439,0.4,0,m,0.9179494999116287,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
2,0,2,0,181.59948560001794,,,,181.5839328999864,186.58300669991877,186.58301289996598,186.5994952999754,194.5829747999087,194.5829747999087,196.79965459997766,197.5829875000054,197.5829875000054,197.5665148999542,4.65,4.15,465,415,8,3,1.2,0.75,435,2,442,0.7,1,n,1.3462532999692485,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
3,0,3,0,197.5829875000054,,,,197.56746849999763,202.56655689992476,202.56656389997806,202.583080100012,210.56645529996604,210.56645529996604,212.78315129992552,213.56650159996934,213.56650159996934,213.55001030000858,3.35,5.45,335,545,8,3,1.2,0.75,435,3,442,0.7,1,n,0.7449992999900132,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
4,0,4,0,213.56650159996934,,,,213.55098259996157,218.55008379998617,218.5500901999185,218.5665883999318,226.55001629993785,226.55001629993785,228.7667087999871,229.55004649993498,229.55004649993498,229.53346499998588,3.45,5.35,345,535,8,3,1.2,0.75,435,0,440,0.49999999999999994,0,m,1.7425944999558851,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
5,0,5,0,229.55004649993498,,,,229.53442129993346,234.53361829998903,234.53362469992135,234.55009929998778,242.53347689996008,242.53347689996008,244.75016759999562,245.53355129994452,245.53355129994452,245.51706029998604,4.65,4.15,465,415,8,3,1.2,0.75,435,1,441,0.6,0,m,1.610416599898599,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
6,0,6,0,245.53355129994452,,,,245.5180308999261,250.52427829999942,250.52428589994088,250.53350559994578,258.5169273999054,258.5169273999054,260.73363329994027,261.5169751999201,261.5169751999201,261.5005709999241,3.85,4.95,385,495,8,3,1.2,0.75,435,2,442,0.7,1,n,0.7235958999954164,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
7,0,7,0,261.5169751999201,,,,261.5015475999098,266.50064869993366,266.50065549998544,266.5171152999392,274.5004716999829,274.5004716999829,276.7172242999077,277.50055709993467,277.50055709993467,277.48407989996485,3.9,4.9,390,490,8,3,1.2,0.75,435,3,442,0.7,0,m,1.3910897000459954,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
8,0,8,0,277.50055709993467,,,,277.4850453999825,282.484071200015,282.4840779999504,282.5006187999388,290.4840887999162,290.4840887999162,292.70074589992873,293.4840732999146,293.4840732999146,293.46758820000105,3.32,5.48,332,548,8,3,1.2,0.75,435,0,443,0.7999999999999999,1,n,0.8849381000036374,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
9,0,9,0,293.4840732999146,,,,293.46853249997366,298.4676199000096,298.4676267999457,298.48412389995065,306.4675918999128,306.4675918999128,308.6842218999518,309.46757239999715,309.46757239999715,309.45108889997937,4.22,4.58,422,458,8,3,1.2,0.75,435,1,443,0.7999999999999999,0,m,2.020985999959521,None,,,,,,,,sub-049,COM3,43.5,2024-08-01_09h17.14.562,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01532789172378,2024-08-01 09h17.31.594775 -0400,
